25	25
26	26
10	10
16	16
17	17
8	8
10	10
45	45
36	36
17	17
38	38
9	9
52	52
15	15
21	21
15	15
35	35
19	19
16	16
17	17
17	17
8	8
13	13
9	9
16	16
30	30
14	14
16	16
10	10
51	51
20	20
10	10
63	63
15	15
12	12
10	10
22	22
17	17
15	15
25	25
11	11
11	11
12	12
42	42
22	22
20	20
37	37
17	17
24	24
16	16
9	9
8	8
30	30
9	9
11	11
8	8
8	8
10	10
11	11
14	14
12	12
9	9
8	8
20	20
10	10
37	37
19	19
25	25
8	8
18	18
29	29
14	14
21	21
16	16
20	20
17	17
9	9
17	17
46	46
21	21
11	11
15	15
17	17
37	37
13	13
14	14
35	35
12	12
11	11
12	12
19	19
9	9
46	46
9	9
37	37
22	22
22	22
22	22
10	10
9	9
12	12
10	10
8	8
12	12
8	8
13	13
10	10
10	10
16	16
19	19
13	13
16	16
21	21
8	8
8	8
33	33
14	14
12	12
48	48
10	10
9	9
8	8
22	22
14	14
13	13
8	8
20	20
12	12
12	12
11	11
10	10
8	8
8	8
16	16
39	39
27	27
10	10
9	9
12	12
30	30
14	14
24	24
25	25
10	10
14	14
8	8
16	16
10	10
25	25
8	8
9	9
23	23
12	12
8	8
8	8
20	20
9	9
9	9
26	26
14	14
8	8
12	12
13	13
14	14
9	9
18	18
15	15
18	18
14	14
14	14
12	12
8	8
24	24
13	13
9	9
29	29
22	22
44	44
10	10
25	25
28	28
11	11
10	10
9	9
9	9
8	8
8	8
11	11
29	29
11	11
9	9
8	8
39	39
31	31
14	14
12	12
15	15
11	11
18	18
32	32
25	25
21	21
20	20
9	9
42	42
11	11
20	20
11	11
9	9
10	10
10	10
34	34
20	20
15	15
18	18
10	10
8	8
8	8
40	40
39	39
30	30
13	13
18	18
19	19
10	10
22	22
26	26
25	25
26	26
20	20
15	15
17	17
17	17
9	9
12	12
34	34
14	14
10	10
10	10
28	28
10	10
17	17
18	18
8	8
30	30
32	32
14	14
12	12
9	9
8	8
10	10
29	29
17	17
21	21
8	8
10	10
10	10
11	11
48	48
16	16
8	8
13	13
9	9
30	30
11	11
43	43
15	15
19	19
9	9
148	148
10	10
9	9
12	12
15	15
16	16
27	27
9	9
10	10
13	13
23	23
18	18
14	14
15	15
15	15
11	11
8	8
35	35
26	26
30	30
22	22
13	13
16	16
22	22
26	26
9	9
12	12
20	20
17	17
10	10
9	9
8	8
8	8
17	17
24	24
13	13
16	16
31	31
25	25
54	54
12	12
8	8
12	12
33	33
8	8
22	22
9	9
8	8
10	10
20	20
24	24
15	15
12	12
9	9
12	12
26	26
10	10
10	10
10	10
8	8
10	10
15	15
12	12
9	9
44	44
16	16
8	8
20	20
9	9
15	15
12	12
22	22
11	11
8	8
8	8
9	9
24	24
44	44
17	17
8	8
29	29
21	21
11	11
12	12
15	15
22	22
23	23
22	22
8	8
43	43
22	22
33	33
25	25
15	15
10	10
16	16
31	31
16	16
37	37
8	8
11	11
13	13
23	23
14	14
35	35
47	47
8	8
12	12
9	9
17	17
25	25
10	10
21	21
39	39
17	17
14	14
10	10
13	13
13	13
27	27
32	32
52	52
14	14
8	8
31	31
12	12
10	10
9	9
13	13
16	16
72	72
10	10
10	10
26	26
16	16
26	26
34	34
9	9
17	17
9	9
10	10
24	24
28	28
14	14
10	10
9	9
8	8
8	8
15	15
18	18
13	13
16	16
18	18
29	29
14	14
13	13
8	8
11	11
47	47
45	45
19	19
22	22
45	45
8	8
20	20
45	45
8	8
73	73
16	16
9	9
18	18
16	16
11	11
12	12
32	32
11	11
33	33
11	11
8	8
12	12
22	22
20	20
17	17
29	29
43	43
11	11
41	41
10	10
10	10
10	10
8	8
51	51
91	91
16	16
40	40
11	11
14	14
22	22
21	21
8	8
14	14
17	17
10	10
8	8
12	12
21	21
24	24
40	40
9	9
20	20
8	8
30	30
8	8
24	24
13	13
23	23
31	31
9	9
12	12
12	12
16	16
27	27
12	12
10	10
16	16
8	8
10	10
21	21
12	12
16	16
11	11
9	9
16	16
11	11
11	11
12	12
12	12
18	18
11	11
17	17
12	12
31	31
16	16
9	9
18	18
14	14
10	10
45	45
8	8
34	34
21	21
13	13
12	12
10	10
34	34
25	25
16	16
15	15
65	65
36	36
9	9
13	13
20	20
17	17
43	43
20	20
10	10
13	13
20	20
9	9
16	16
14	14
11	11
13	13
18	18
14	14
17	17
9	9
18	18
10	10
14	14
32	32
8	8
10	10
14	14
47	47
20	20
13	13
20	20
13	13
24	24
11	11
13	13
21	21
14	14
12	12
31	31
9	9
17	17
30	30
24	24
21	21
15	15
9	9
36	36
19	19
25	25
12	12
9	9
8	8
16	16
10	10
54	54
32	32
11	11
25	25
8	8
14	14
15	15
10	10
13	13
31	31
10	10
20	20
26	26
14	14
9	9
13	13
13	13
15	15
41	41
11	11
14	14
21	21
23	23
22	22
8	8
17	17
13	13
10	10
9	9
9	9
17	17
11	11
27	27
13	13
11	11
21	21
27	27
14	14
12	12
24	24
18	18
42	42
9	9
31	31
19	19
38	38
10	10
70	70
8	8
10	10
35	35
11	11
27	27
26	26
16	16
30	30
9	9
11	11
8	8
54	54
13	13
9	9
10	10
12	12
11	11
18	18
11	11
14	14
15	15
9	9
14	14
9	9
14	14
12	12
12	12
16	16
9	9
16	16
14	14
9	9
13	13
19	19
37	37
14	14
14	14
9	9
32	32
23	23
59	59
12	12
19	19
13	13
10	10
11	11
44	44
31	31
16	16
13	13
9	9
10	10
24	24
17	17
11	11
11	11
18	18
13	13
31	31
10	10
9	9
26	26
19	19
36	36
30	30
9	9
29	29
8	8
8	8
12	12
20	20
21	21
10	10
11	11
35	35
39	39
14	14
11	11
16	16
8	8
16	16
13	13
36	36
12	12
13	13
8	8
10	10
13	13
18	18
29	29
8	8
10	10
63	63
28	28
16	16
9	9
15	15
8	8
9	9
20	20
9	9
24	24
21	21
10	10
29	29
14	14
11	11
13	13
21	21
15	15
19	19
8	8
9	9
13	13
13	13
27	27
9	9
22	22
19	19
16	16
12	12
10	10
23	23
17	17
24	24
12	12
24	24
11	11
36	36
13	13
34	34
11	11
16	16
14	14
18	18
9	9
8	8
13	13
11	11
31	31
84	84
17	17
8	8
9	9
24	24
8	8
28	28
63	63
28	28
17	17
27	27
11	11
31	31
18	18
25	25
12	12
8	8
21	21
13	13
8	8
8	8
15	15
16	16
10	10
19	19
26	26
8	8
15	15
14	14
11	11
45	45
18	18
9	9
8	8
10	10
8	8
14	14
10	10
14	14
12	12
20	20
17	17
11	11
13	13
30	30
12	12
8	8
52	52
25	25
13	13
10	10
17	17
16	16
11	11
9	9
13	13
10	10
14	14
25	25
21	21
9	9
10	10
10	10
48	48
16	16
16	16
15	15
16	16
22	22
22	22
23	23
24	24
9	9
14	14
9	9
59	59
34	34
81	81
18	18
40	40
8	8
8	8
20	20
22	22
9	9
35	35
12	12
28	28
17	17
23	23
35	35
39	39
26	26
21	21
24	24
13	13
17	17
14	14
13	13
12	12
9	9
13	13
16	16
17	17
12	12
11	11
14	14
16	16
11	11
8	8
9	9
38	38
9	9
17	17
41	41
42	42
