16	16
18	18
11	11
11	11
14	14
73	73
15	15
23	23
11	11
21	21
17	17
17	17
11	11
19	19
10	10
13	13
16	16
40	40
18	18
12	12
8	8
50	50
8	8
22	22
19	19
12	12
11	11
9	9
12	12
21	21
10	10
8	8
14	14
16	16
9	9
18	18
11	11
25	25
40	40
25	25
22	22
46	46
10	10
8	8
22	22
17	17
22	22
10	10
14	14
27	27
12	12
23	23
10	10
15	15
12	12
15	15
23	23
9	9
12	12
11	11
10	10
20	20
65	65
31	31
19	19
10	10
32	32
12	12
44	44
13	13
10	10
9	9
8	8
14	14
19	19
13	13
20	20
22	22
66	66
11	11
9	9
13	13
8	8
8	8
14	14
42	42
12	12
20	20
17	17
15	15
12	12
26	26
8	8
15	15
13	13
23	23
19	19
18	18
28	28
22	22
8	8
12	12
41	41
10	10
8	8
21	21
17	17
8	8
13	13
19	19
63	63
36	36
37	37
9	9
8	8
10	10
21	21
14	14
27	27
8	8
20	20
17	17
8	8
14	14
29	29
9	9
8	8
15	15
16	16
8	8
13	13
19	19
9	9
15	15
8	8
9	9
52	52
17	17
9	9
9	9
12	12
8	8
16	16
25	25
27	27
11	11
18	18
15	15
12	12
16	16
19	19
22	22
28	28
8	8
8	8
33	33
21	21
12	12
29	29
15	15
12	12
12	12
12	12
15	15
15	15
26	26
10	10
27	27
29	29
20	20
8	8
32	32
11	11
15	15
22	22
12	12
11	11
10	10
11	11
9	9
8	8
57	57
8	8
34	34
17	17
9	9
10	10
8	8
19	19
20	20
12	12
67	67
62	62
41	41
13	13
8	8
20	20
9	9
25	25
12	12
10	10
14	14
11	11
25	25
23	23
15	15
12	12
8	8
8	8
10	10
10	10
15	15
15	15
16	16
15	15
8	8
8	8
20	20
10	10
13	13
11	11
8	8
11	11
8	8
9	9
20	20
18	18
11	11
12	12
10	10
9	9
26	26
8	8
19	19
12	12
12	12
8	8
8	8
22	22
11	11
15	15
16	16
10	10
12	12
25	25
11	11
8	8
9	9
8	8
35	35
12	12
9	9
18	18
11	11
12	12
23	23
17	17
10	10
29	29
37	37
8	8
8	8
15	15
46	46
8	8
54	54
13	13
9	9
21	21
87	87
12	12
20	20
12	12
11	11
12	12
14	14
10	10
18	18
10	10
8	8
9	9
11	11
16	16
13	13
23	23
11	11
120	120
20	20
16	16
17	17
11	11
17	17
9	9
23	23
26	26
28	28
15	15
10	10
8	8
12	12
25	25
16	16
20	20
21	21
11	11
15	15
12	12
8	8
17	17
11	11
9	9
9	9
27	27
13	13
19	19
32	32
9	9
24	24
38	38
14	14
9	9
13	13
31	31
20	20
88	88
58	58
19	19
13	13
16	16
9	9
36	36
14	14
10	10
34	34
11	11
18	18
15	15
16	16
40	40
30	30
22	22
14	14
29	29
40	40
10	10
14	14
11	11
9	9
9	9
13	13
13	13
66	66
49	49
28	28
36	36
15	15
8	8
9	9
33	33
75	75
8	8
11	11
12	12
14	14
24	24
13	13
13	13
12	12
11	11
11	11
18	18
17	17
23	23
12	12
12	12
19	19
26	26
12	12
35	35
10	10
14	14
12	12
14	14
14	14
15	15
17	17
13	13
41	41
45	45
55	55
17	17
15	15
30	30
10	10
11	11
43	43
20	20
14	14
16	16
8	8
15	15
8	8
9	9
10	10
13	13
13	13
72	72
20	20
16	16
26	26
8	8
9	9
26	26
29	29
8	8
18	18
26	26
13	13
9	9
20	20
28	28
19	19
8	8
23	23
23	23
22	22
39	39
11	11
76	76
42	42
10	10
10	10
46	46
17	17
18	18
8	8
18	18
12	12
8	8
12	12
9	9
10	10
17	17
21	21
17	17
9	9
13	13
19	19
8	8
37	37
36	36
15	15
10	10
19	19
11	11
27	27
17	17
13	13
8	8
10	10
8	8
14	14
12	12
10	10
10	10
9	9
12	12
9	9
10	10
26	26
11	11
21	21
40	40
10	10
23	23
9	9
16	16
29	29
33	33
12	12
10	10
11	11
23	23
19	19
32	32
15	15
19	19
10	10
23	23
19	19
52	52
13	13
13	13
24	24
30	30
9	9
17	17
31	31
10	10
18	18
89	89
10	10
25	25
12	12
18	18
24	24
36	36
24	24
36	36
12	12
19	19
13	13
24	24
8	8
18	18
17	17
9	9
27	27
10	10
9	9
26	26
22	22
20	20
21	21
21	21
18	18
13	13
8	8
18	18
8	8
58	58
12	12
14	14
22	22
15	15
17	17
27	27
14	14
19	19
12	12
21	21
32	32
9	9
8	8
9	9
8	8
15	15
9	9
22	22
12	12
33	33
12	12
17	17
9	9
8	8
25	25
16	16
26	26
16	16
10	10
19	19
22	22
18	18
10	10
40	40
10	10
21	21
16	16
16	16
10	10
