ID,pos_sentiment,neg_sentiment,pos_verb,neg_verb
139,0.027778,0.026389,0.025000,0.000000,Chandler
140,0.031111,0.076667,0.060000,0.030000,Rachel
141,0.000000,0.000000,0.000000,0.000000,Joey
142,0.000000,0.000000,0.000000,0.000000,Rachel
143,0.013636,0.000000,0.000000,0.000000,Chandler
144,0.031250,0.021875,0.125000,0.087500,Joey
145,0.120000,0.015000,0.000000,0.000000,Joey
146,0.022727,0.034091,0.000000,0.000000,Rachel
147,0.100000,0.083333,0.000000,0.000000,Chandler
148,0.000000,0.000000,0.000000,0.000000,Joey
149,0.000000,0.000000,0.000000,0.000000,Chandler
150,0.107143,0.221429,0.000000,0.000000,Rachel
151,0.000000,0.000000,0.000000,0.000000,Chandler
152,0.031250,0.006250,0.062500,0.000000,Joey
153,0.016250,0.032500,0.062500,0.012500,Joey
154,0.133333,0.067083,0.066667,0.075000,Rachel
155,0.105000,0.015000,0.050000,0.025000,Rachel
156,0.000000,0.000000,0.000000,0.000000,Chandler
157,0.034659,0.002841,0.037500,0.000000,Chandler
158,0.004688,0.008984,0.015000,0.005000,Joey
159,0.000000,0.000000,0.000000,0.000000,Joey
160,0.025000,0.000000,0.025000,0.000000,Joey
161,0.044837,0.020380,0.061538,0.021154,Rachel
162,0.000000,0.068750,0.050000,0.187500,Joey
163,0.281250,0.031250,0.000000,0.000000,Rachel
164,0.000000,0.000000,0.000000,0.000000,Chandler
165,0.020000,0.022500,0.100000,0.050000,Joey
166,0.089871,0.014871,0.088889,0.016667,Joey
167,0.000000,0.000000,0.000000,0.000000,Rachel
168,0.055556,0.016667,0.050000,0.000000,Chandler
169,0.072222,0.014583,0.000000,0.000000,Rachel
170,0.010000,0.000000,0.025000,0.000000,Joey
171,0.023698,0.047135,0.028571,0.027381,Chandler
172,0.062500,0.137500,0.000000,0.000000,Rachel
173,0.050521,0.065625,0.108333,0.033333,Joey
174,0.006250,0.000000,0.012500,0.000000,Chandler
175,0.097500,0.083542,0.000000,0.000000,Rachel
176,0.000000,0.000000,0.000000,0.000000,Chandler
177,0.012500,0.000000,0.000000,0.000000,Rachel
178,0.041667,0.000000,0.125000,0.000000,Chandler
179,0.022917,0.010417,0.000000,0.000000,Chandler
180,0.033333,0.025000,0.100000,0.075000,Joey
181,0.015865,0.018269,0.008333,0.000000,Joey
182,0.050000,0.000000,0.000000,0.000000,Joey
183,0.437500,0.062500,0.000000,0.000000,Rachel
184,0.010417,0.062500,0.000000,0.000000,Joey
185,0.070312,0.007812,0.000000,0.000000,Chandler
186,0.072917,0.010417,0.090625,0.015625,Rachel
187,0.032230,0.014706,0.050000,0.012500,Rachel
188,0.045000,0.015000,0.050000,0.000000,Joey
189,0.075781,0.006250,0.050000,0.000000,Rachel
190,0.000000,0.000000,0.000000,0.000000,Joey
191,0.075000,0.200000,0.000000,0.000000,Chandler
192,0.000000,0.000000,0.000000,0.000000,Joey
193,0.000000,0.031250,0.000000,0.000000,Joey
194,0.006250,0.015625,0.025000,0.000000,Chandler
195,0.145833,0.000000,0.000000,0.000000,Chandler
196,0.010000,0.005000,0.050000,0.025000,Chandler
197,0.040741,0.030556,0.100000,0.012500,Chandler
198,0.041667,0.000000,0.000000,0.000000,Rachel
199,0.058962,0.020755,0.068750,0.065625,Joey
200,0.032870,0.017361,0.050000,0.012500,Joey
201,0.046875,0.034865,0.047222,0.019444,Joey
202,0.029167,0.004167,0.000000,0.000000,Chandler
203,0.033065,0.050000,0.075000,0.035000,Rachel
204,0.075000,0.020313,0.016667,0.000000,Chandler
205,0.015000,0.029375,0.012500,0.006250,Chandler
206,0.032500,0.073750,0.087500,0.287500,Chandler
207,0.000000,0.000000,0.000000,0.000000,Rachel
208,0.044048,0.021429,0.000000,0.000000,Chandler
209,0.040625,0.028125,0.025000,0.012500,Chandler
210,0.036111,0.033333,0.108333,0.100000,Chandler
211,0.012500,0.027083,0.050000,0.025000,Joey
212,0.037778,0.006667,0.012500,0.012500,Chandler
213,0.000000,0.016667,0.000000,0.000000,Joey
214,0.025000,0.066667,0.000000,0.000000,Rachel
215,0.012500,0.000000,0.050000,0.000000,Chandler
216,0.000000,0.056818,0.000000,0.000000,Joey
217,0.007143,0.019048,0.012500,0.025000,Rachel
218,0.025000,0.055000,0.000000,0.000000,Joey
219,0.012500,0.006250,0.050000,0.025000,Chandler
220,0.000000,0.000000,0.000000,0.000000,Joey
221,0.550000,0.000000,0.000000,0.000000,Rachel
222,0.027083,0.008333,0.025000,0.000000,Chandler
223,0.036508,0.047024,0.075000,0.050000,Rachel
224,0.000000,0.000000,0.000000,0.000000,Chandler
225,0.050000,0.020833,0.087500,0.000000,Joey
226,0.080078,0.032031,0.075000,0.025000,Chandler
227,0.012500,0.000000,0.025000,0.000000,Joey
228,0.025000,0.059375,0.000000,0.000000,Joey
229,0.043750,0.049219,0.018750,0.100000,Joey
230,0.070833,0.025000,0.212500,0.025000,Joey
231,0.048958,0.012500,0.050000,0.025000,Chandler
232,0.021875,0.012500,0.000000,0.000000,Rachel
233,0.137500,0.025000,0.050000,0.025000,Joey
234,0.000000,0.000000,0.000000,0.000000,Joey
235,0.100000,0.008333,0.050000,0.025000,Chandler
236,0.037879,0.005682,0.000000,0.000000,Chandler
237,0.073958,0.046875,0.016667,0.008333,Rachel
238,0.069643,0.004464,0.085000,0.000000,Chandler
239,0.053409,0.013636,0.035000,0.005000,Rachel
240,0.058333,0.012500,0.083333,0.041667,Joey
241,0.021429,0.015625,0.012500,0.000000,Chandler
242,0.145833,0.000000,0.000000,0.000000,Chandler
243,0.000000,0.000000,0.000000,0.000000,Chandler
244,0.000000,0.000000,0.000000,0.000000,Chandler
245,0.062500,0.045833,0.033333,0.008333,Chandler
246,0.035577,0.008654,0.000000,0.000000,Chandler
247,0.018125,0.005000,0.025000,0.000000,Rachel
248,0.000000,0.000000,0.000000,0.000000,Joey
249,0.064583,0.000000,0.000000,0.000000,Joey
250,0.550000,0.000000,0.000000,0.000000,Rachel
251,0.072917,0.016667,0.106250,0.000000,Chandler
252,0.020833,0.033333,0.025000,0.000000,Chandler
253,0.069444,0.000000,0.208333,0.000000,Joey
254,0.021429,0.039286,0.000000,0.000000,Rachel
255,0.050000,0.000000,0.000000,0.000000,Chandler
256,0.000000,0.000000,0.000000,0.000000,Rachel
257,0.048077,0.016346,0.016667,0.050000,Chandler
258,0.004762,0.047619,0.025000,0.012500,Joey
259,0.041667,0.042188,0.062500,0.000000,Chandler
260,0.128125,0.221875,0.000000,0.000000,Rachel
261,0.060417,0.006250,0.056250,0.000000,Chandler
262,0.000000,0.000000,0.000000,0.000000,Rachel
263,0.025000,0.156250,0.000000,0.000000,Chandler
264,0.055556,0.017130,0.087500,0.025000,Chandler
265,0.281250,0.031250,0.000000,0.000000,Rachel
266,0.036250,0.000000,0.000000,0.000000,Chandler
267,0.000000,0.000000,0.000000,0.000000,Joey
268,0.000000,0.000000,0.000000,0.000000,Rachel
269,0.000000,0.000000,0.000000,0.000000,Rachel
270,0.007386,0.002273,0.016667,0.008333,Rachel
271,0.140625,0.015625,0.000000,0.000000,Rachel
272,0.036875,0.044375,0.043750,0.037500,Rachel
273,0.281250,0.031250,0.000000,0.000000,Rachel
274,0.000000,0.000000,0.000000,0.000000,Chandler
275,0.030000,0.122500,0.000000,0.000000,Rachel
276,0.100000,0.008333,0.050000,0.025000,Rachel
277,0.070913,0.055208,0.145000,0.025000,Chandler
278,0.046875,0.035417,0.025000,0.000000,Joey
279,0.029514,0.028125,0.029167,0.066667,Rachel
280,0.039773,0.002841,0.025000,0.000000,Rachel
281,0.017105,0.069079,0.068750,0.087500,Joey
282,0.070000,0.045000,0.250000,0.125000,Chandler
283,0.000000,0.000000,0.000000,0.000000,Joey
284,0.109722,0.046111,0.050000,0.025000,Joey
285,0.019444,0.008333,0.043750,0.018750,Joey
286,0.045833,0.016667,0.125000,0.050000,Chandler
287,0.000000,0.020833,0.000000,0.000000,Joey
288,0.054167,0.093056,0.000000,0.000000,Joey
289,0.055000,0.006667,0.020000,0.005000,Rachel
290,0.026786,0.016071,0.000000,0.033333,Rachel
291,0.437500,0.062500,0.000000,0.000000,Chandler
292,0.011111,0.091667,0.012500,0.000000,Joey
293,0.000000,0.141667,0.000000,0.000000,Rachel
294,0.010714,0.003571,0.050000,0.025000,Chandler
295,0.136012,0.023214,0.008333,0.000000,Joey
296,0.005769,0.023077,0.000000,0.000000,Joey
297,0.048438,0.043750,0.025000,0.000000,Joey
298,0.031250,0.093750,0.000000,0.000000,Chandler
299,0.041016,0.016797,0.065000,0.015000,Joey
300,0.095833,0.010417,0.000000,0.000000,Joey
301,0.101786,0.010714,0.012500,0.037500,Rachel
302,0.218750,0.031250,0.000000,0.000000,Rachel
303,0.056250,0.150000,0.000000,0.000000,Joey
304,0.035625,0.008125,0.037500,0.012500,Rachel
305,0.005000,0.000000,0.000000,0.000000,Joey
306,0.010870,0.019837,0.008333,0.020833,Chandler
307,0.017578,0.020703,0.050000,0.025000,Joey
308,0.033333,0.016667,0.000000,0.000000,Chandler
309,0.070139,0.002778,0.050000,0.025000,Rachel
310,0.016667,0.008333,0.100000,0.000000,Joey
311,0.120833,0.097500,0.000000,0.000000,Rachel
312,0.037667,0.020500,0.104167,0.041667,Joey
313,0.008333,0.033333,0.000000,0.000000,Chandler
314,0.000000,0.029167,0.000000,0.000000,Chandler
315,0.030208,0.026042,0.000000,0.000000,Rachel
316,0.065000,0.010312,0.073077,0.007692,Rachel
317,0.007812,0.035937,0.031250,0.093750,Joey
318,0.052941,0.035662,0.041667,0.008333,Joey
319,0.075000,0.200000,0.000000,0.000000,Joey
320,0.075000,0.175000,0.000000,0.000000,Rachel
321,0.018750,0.020833,0.037500,0.006250,Joey
322,0.187500,0.031250,0.000000,0.000000,Rachel
323,0.035714,0.098214,0.012500,0.000000,Chandler
324,0.037891,0.043099,0.068750,0.018750,Joey
325,0.004167,0.008333,0.000000,0.050000,Rachel
326,0.007692,0.012500,0.050000,0.037500,Rachel
327,0.016304,0.015127,0.006250,0.018750,Rachel
328,0.008333,0.015278,0.050000,0.025000,Chandler
329,0.046429,0.036905,0.091667,0.041667,Rachel
330,0.325000,0.000000,0.000000,0.000000,Chandler
331,0.032813,0.024219,0.060000,0.005000,Joey
332,0.000000,0.000000,0.000000,0.000000,Rachel
333,0.005769,0.000000,0.012500,0.000000,Joey
334,0.000000,0.000000,0.000000,0.000000,Rachel
335,0.025543,0.013043,0.053571,0.021429,Chandler
336,0.015625,0.017500,0.000000,0.075000,Rachel
337,0.000000,0.062500,0.000000,0.000000,Chandler
338,0.103906,0.026562,0.037500,0.037500,Joey
339,0.005556,0.019444,0.000000,0.000000,Rachel
340,0.000000,0.000000,0.000000,0.000000,Rachel
341,0.000000,0.000000,0.000000,0.000000,Rachel
342,0.030357,0.020536,0.041667,0.075000,Rachel
343,0.046944,0.020000,0.041667,0.000000,Rachel
344,0.075000,0.200000,0.000000,0.000000,Rachel
345,0.067424,0.006818,0.050000,0.000000,Rachel
346,0.039286,0.178571,0.000000,0.000000,Rachel
347,0.000000,0.000000,0.000000,0.000000,Joey
348,0.150000,0.000000,0.012500,0.000000,Joey
349,0.110714,0.064286,0.000000,0.000000,Chandler
350,0.005000,0.000000,0.000000,0.000000,Chandler
351,0.064844,0.012500,0.293750,0.037500,Rachel
352,0.000000,0.000000,0.000000,0.000000,Joey
353,0.010000,0.025000,0.050000,0.025000,Rachel
354,0.028409,0.014205,0.012500,0.000000,Joey
355,0.012500,0.000000,0.050000,0.000000,Chandler
356,0.005000,0.075000,0.000000,0.000000,Rachel
357,0.037500,0.081250,0.000000,0.000000,Joey
358,0.000000,0.000000,0.000000,0.000000,Rachel
359,0.043116,0.013587,0.075000,0.000000,Chandler
360,0.006944,0.034722,0.016667,0.000000,Chandler
361,0.000000,0.000000,0.000000,0.000000,Joey
362,0.055000,0.002500,0.275000,0.000000,Rachel
363,0.029808,0.060096,0.016667,0.008333,Chandler
364,0.008854,0.004167,0.025000,0.012500,Rachel
365,0.033750,0.040000,0.000000,0.000000,Rachel
366,0.054496,0.030921,0.037500,0.195833,Rachel
367,0.005000,0.000000,0.012500,0.000000,Chandler
368,0.040278,0.021354,0.095000,0.030000,Rachel
369,0.034375,0.025000,0.025000,0.000000,Joey
370,0.067857,0.010714,0.050000,0.025000,Rachel
371,0.125000,0.125000,0.000000,0.000000,Chandler
372,0.047564,0.041949,0.036538,0.013462,Rachel
373,0.281250,0.031250,0.000000,0.000000,Joey
374,0.110417,0.018750,0.050000,0.025000,Rachel
375,0.020924,0.033696,0.040000,0.000000,Rachel
376,0.017857,0.023214,0.050000,0.006250,Joey
377,0.076563,0.065848,0.083333,0.066667,Joey
378,0.032143,0.032143,0.050000,0.025000,Chandler
379,0.050000,0.029687,0.050000,0.025000,Joey
380,0.112500,0.012500,0.015625,0.031250,Chandler
381,0.019792,0.001042,0.046429,0.003571,Joey
382,0.015000,0.030000,0.000000,0.000000,Chandler
383,0.000000,0.000000,0.000000,0.000000,Joey
384,0.000000,0.000000,0.000000,0.000000,Rachel
385,0.437500,0.062500,0.000000,0.000000,Rachel
386,0.156250,0.050000,0.037500,0.050000,Chandler
387,0.000000,0.005000,0.000000,0.000000,Chandler
388,0.000000,0.000000,0.000000,0.000000,Rachel
389,0.094792,0.021875,0.025000,0.012500,Rachel
390,0.035096,0.058173,0.016667,0.016667,Rachel
391,0.000000,0.000000,0.000000,0.000000,Chandler
392,0.008333,0.029167,0.012500,0.050000,Chandler
393,0.000000,0.000000,0.000000,0.000000,Chandler
394,0.000000,0.000000,0.000000,0.000000,Rachel
395,0.061538,0.021154,0.020000,0.010000,Rachel
396,0.025000,0.032813,0.025000,0.000000,Chandler
397,0.030357,0.000000,0.012500,0.000000,Chandler
398,0.037500,0.021875,0.087500,0.000000,Joey
399,0.012500,0.000000,0.025000,0.000000,Chandler
400,0.005000,0.018750,0.025000,0.041667,Chandler
401,0.030208,0.018750,0.050000,0.000000,Chandler
402,0.017857,0.028571,0.025000,0.000000,Rachel
403,0.000000,0.000000,0.000000,0.000000,Rachel
404,0.066288,0.062121,0.091667,0.020833,Chandler
405,0.000000,0.000000,0.000000,0.000000,Rachel
406,0.006667,0.090833,0.025000,0.012500,Rachel
407,0.057812,0.011458,0.000000,0.000000,Joey
408,0.000000,0.000000,0.000000,0.000000,Joey
409,0.050000,0.106250,0.100000,0.112500,Rachel
410,0.033333,0.009722,0.091667,0.016667,Joey
411,0.023667,0.024000,0.040000,0.010000,Joey
412,0.009375,0.081250,0.020000,0.005000,Chandler
413,0.024679,0.065385,0.012500,0.025000,Chandler
414,0.000000,0.000000,0.000000,0.000000,Joey
415,0.042279,0.018382,0.157813,0.007812,Chandler
416,0.034375,0.098438,0.025000,0.025000,Joey
417,0.020370,0.012037,0.022222,0.052778,Joey
418,0.000000,0.000000,0.000000,0.000000,Rachel
419,0.187500,0.012500,0.000000,0.000000,Rachel
420,0.035417,0.000000,0.106250,0.000000,Rachel
421,0.003571,0.050000,0.000000,0.175000,Joey
422,0.028750,0.067500,0.050000,0.025000,Joey
423,0.091667,0.020833,0.050000,0.000000,Rachel
424,0.075000,0.062500,0.000000,0.000000,Chandler
425,0.040196,0.026838,0.104167,0.066667,Chandler
426,0.025000,0.014286,0.000000,0.000000,Joey
427,0.050833,0.117500,0.083333,0.083333,Rachel
428,0.000000,0.000000,0.000000,0.000000,Joey
429,0.010417,0.000000,0.000000,0.000000,Rachel
430,0.016667,0.027083,0.056250,0.025000,Rachel
431,0.051190,0.016071,0.118750,0.006250,Joey
432,0.030000,0.000000,0.000000,0.000000,Joey
433,0.032639,0.014931,0.058333,0.025000,Joey
434,0.012500,0.014063,0.000000,0.062500,Chandler
435,0.041667,0.053385,0.062500,0.012500,Rachel
436,0.084615,0.106731,0.000000,0.000000,Rachel
437,0.046484,0.027344,0.036111,0.019444,Rachel
438,0.031250,0.156250,0.025000,0.000000,Joey
439,0.000000,0.000000,0.000000,0.000000,Rachel
440,0.038333,0.022917,0.012500,0.006250,Chandler
441,0.025000,0.036719,0.025000,0.000000,Chandler
442,0.500000,0.000000,0.000000,0.000000,Chandler
443,0.006250,0.012500,0.000000,0.000000,Rachel
444,0.046154,0.000000,0.008333,0.000000,Joey
445,0.048351,0.026302,0.041667,0.025000,Rachel
446,0.016667,0.068750,0.025000,0.012500,Rachel
447,0.060000,0.080000,0.000000,0.000000,Rachel
448,0.000000,0.000000,0.000000,0.000000,Chandler
449,0.109375,0.026042,0.000000,0.000000,Chandler
450,0.027885,0.012981,0.045833,0.004167,Joey
451,0.008333,0.002778,0.025000,0.000000,Rachel
452,0.018750,0.050000,0.000000,0.000000,Joey
453,0.100000,0.075000,0.000000,0.000000,Rachel
454,0.104808,0.033654,0.058333,0.066667,Rachel
455,0.005000,0.012500,0.000000,0.000000,Rachel
456,0.437500,0.062500,0.000000,0.000000,Rachel
457,0.022159,0.057955,0.037500,0.195833,Joey
458,0.000000,0.000000,0.000000,0.000000,Rachel
459,0.000000,0.000000,0.000000,0.000000,Joey
460,0.016667,0.095833,0.025000,0.025000,Rachel
461,0.026136,0.017803,0.025000,0.002273,Chandler
462,0.000000,0.000000,0.000000,0.000000,Joey
463,0.140625,0.015625,0.000000,0.000000,Chandler
464,0.020000,0.022500,0.037500,0.000000,Chandler
465,0.039205,0.068750,0.058333,0.025000,Chandler
466,0.052404,0.009856,0.039286,0.003571,Chandler
467,0.005000,0.005000,0.000000,0.000000,Joey
468,0.058333,0.133333,0.000000,0.000000,Joey
469,0.030729,0.077604,0.025000,0.012500,Joey
470,0.027778,0.015278,0.043750,0.012500,Rachel
471,0.033333,0.016667,0.000000,0.000000,Joey
472,0.038889,0.037103,0.040000,0.015000,Rachel
473,0.000000,0.083333,0.000000,0.000000,Joey
474,0.058621,0.034052,0.016667,0.000000,Joey
475,0.027500,0.018750,0.083333,0.041667,Rachel
476,0.048810,0.008929,0.025000,0.000000,Chandler
477,0.000000,0.000000,0.000000,0.000000,Joey
478,0.014286,0.117857,0.000000,0.000000,Chandler
479,0.000000,0.150000,0.000000,0.000000,Joey
480,0.000000,0.000000,0.000000,0.000000,Rachel
481,0.017949,0.001923,0.027083,0.000000,Chandler
482,0.059783,0.007609,0.050000,0.012500,Rachel
483,0.000000,0.000000,0.000000,0.000000,Rachel
484,0.007500,0.005000,0.016667,0.000000,Chandler
485,0.000000,0.037500,0.000000,0.000000,Joey
486,0.000000,0.000000,0.000000,0.000000,Joey
487,0.040625,0.028958,0.040625,0.003125,Chandler
488,0.042788,0.015865,0.032143,0.032143,Joey
489,0.072997,0.050401,0.050000,0.112500,Chandler
490,0.088472,0.008750,0.030000,0.000000,Rachel
491,0.000000,0.000000,0.000000,0.000000,Rachel
492,0.085417,0.006250,0.000000,0.000000,Joey
493,0.015217,0.006522,0.025000,0.008333,Joey
494,0.000000,0.010000,0.000000,0.000000,Joey
495,0.061269,0.019223,0.078571,0.014286,Joey
496,0.031250,0.193750,0.000000,0.000000,Joey
497,0.007143,0.067857,0.000000,0.000000,Chandler
498,0.000000,0.000000,0.000000,0.000000,Joey
499,0.090000,0.020000,0.150000,0.000000,Chandler
500,0.045313,0.033984,0.037500,0.050000,Chandler
501,0.008333,0.020833,0.025000,0.000000,Joey
502,0.065000,0.000000,0.000000,0.000000,Chandler
503,0.003125,0.028125,0.012500,0.037500,Rachel
504,0.000000,0.000000,0.000000,0.000000,Rachel
505,0.019444,0.034722,0.015000,0.000000,Chandler
506,0.009375,0.124219,0.018750,0.006250,Chandler
507,0.000000,0.000000,0.000000,0.000000,Chandler
508,0.084444,0.020833,0.050000,0.025000,Rachel
509,0.012500,0.000000,0.050000,0.000000,Chandler
510,0.020000,0.035833,0.050000,0.025000,Chandler
511,0.005556,0.006944,0.033333,0.008333,Chandler
512,0.101250,0.038889,0.162500,0.150000,Rachel
513,0.012500,0.012500,0.000000,0.000000,Chandler
514,0.053125,0.093750,0.033333,0.000000,Chandler
515,0.075000,0.000000,0.000000,0.000000,Joey
516,0.034259,0.025000,0.050000,0.025000,Joey
517,0.018750,0.018750,0.025000,0.012500,Rachel
518,0.090625,0.003125,0.000000,0.025000,Chandler
519,0.083333,0.034375,0.000000,0.000000,Chandler
520,0.009375,0.039062,0.006250,0.062500,Chandler
521,0.072917,0.085417,0.000000,0.450000,Joey
