ID,pos_sentiment,neg_sentiment,pos_verb,neg_verb
2102,0.010417,0.000000,0.000000,0.000000,Chandler
2103,0.000000,0.000000,0.000000,0.000000,Joey
2104,0.055060,0.012500,0.030000,0.005000,Joey
2105,0.055000,0.150000,0.000000,0.000000,Rachel
2106,0.061719,0.009844,0.065000,0.022500,Joey
2107,0.033073,0.058854,0.025000,0.016667,Chandler
2108,0.000000,0.000000,0.000000,0.000000,Joey
2109,0.039435,0.027232,0.087500,0.050000,Chandler
2110,0.245833,0.066667,0.000000,0.000000,Chandler
2111,0.045833,0.031250,0.037500,0.012500,Rachel
2112,0.095673,0.017788,0.100000,0.000000,Chandler
2113,0.000000,0.000000,0.000000,0.000000,Joey
2114,0.059511,0.013315,0.073438,0.014062,Chandler
2115,0.000000,0.000000,0.000000,0.000000,Joey
2116,0.015625,0.000000,0.000000,0.000000,Rachel
2117,0.033333,0.006944,0.083333,0.000000,Chandler
2118,0.037500,0.020833,0.000000,0.000000,Joey
2119,0.025000,0.062500,0.075000,0.125000,Rachel
2120,0.000000,0.025000,0.000000,0.000000,Rachel
2121,0.053788,0.033333,0.025000,0.025000,Chandler
2122,0.041667,0.041667,0.000000,0.000000,Chandler
2123,0.000000,0.000000,0.000000,0.000000,Rachel
2124,0.122500,0.012500,0.087500,0.000000,Rachel
2125,0.000000,0.000000,0.000000,0.000000,Joey
2126,0.035417,0.027083,0.051389,0.048611,Chandler
2127,0.038750,0.023472,0.050000,0.000000,Rachel
2128,0.024306,0.032639,0.000000,0.000000,Chandler
2129,0.024713,0.031466,0.029167,0.029167,Joey
2130,0.000000,0.216667,0.000000,0.000000,Chandler
2131,0.114167,0.030625,0.050000,0.012500,Joey
2132,0.049074,0.064815,0.091667,0.083333,Rachel
2133,0.000000,0.000000,0.000000,0.000000,Rachel
2134,0.012500,0.002083,0.016667,0.000000,Rachel
2135,0.000000,0.000000,0.000000,0.000000,Rachel
2136,0.022222,0.087500,0.050000,0.000000,Rachel
2137,0.005000,0.020000,0.000000,0.000000,Chandler
2138,0.004167,0.010417,0.025000,0.000000,Chandler
2139,0.125000,0.000000,0.000000,0.000000,Chandler
2140,0.027991,0.032906,0.050000,0.023333,Joey
2141,0.100000,0.025000,0.000000,0.000000,Rachel
2142,0.037500,0.003125,0.025000,0.012500,Chandler
2143,0.093519,0.011111,0.000000,0.000000,Rachel
2144,0.135000,0.121667,0.050000,0.025000,Chandler
2145,0.000000,0.000000,0.000000,0.000000,Rachel
2146,0.037500,0.256250,0.000000,0.000000,Chandler
2147,0.024074,0.006944,0.050000,0.000000,Rachel
2148,0.000000,0.000000,0.000000,0.000000,Rachel
2149,0.006250,0.000000,0.008333,0.000000,Rachel
2150,0.040000,0.055000,0.025000,0.000000,Chandler
2151,0.000000,0.000000,0.000000,0.000000,Joey
2152,0.025000,0.012500,0.015000,0.000000,Rachel
2153,0.085417,0.000000,0.000000,0.000000,Joey
2154,0.021429,0.008929,0.012500,0.000000,Joey
2155,0.095625,0.034375,0.050000,0.075000,Rachel
2156,0.042940,0.067708,0.118750,0.037500,Joey
2157,0.012500,0.018750,0.037500,0.025000,Chandler
2158,0.053846,0.012981,0.041667,0.008333,Chandler
2159,0.088095,0.015476,0.325000,0.000000,Chandler
2160,0.064286,0.014286,0.000000,0.000000,Rachel
2161,0.000000,0.000000,0.000000,0.000000,Chandler
2162,0.008333,0.008333,0.025000,0.000000,Chandler
2163,0.000000,0.020833,0.000000,0.000000,Joey
2164,0.037500,0.000000,0.000000,0.000000,Chandler
2165,0.020000,0.016250,0.075000,0.000000,Joey
2166,0.050000,0.037500,0.000000,0.000000,Chandler
2167,0.040385,0.021154,0.050000,0.006250,Rachel
2168,0.000000,0.000000,0.000000,0.000000,Rachel
2169,0.045000,0.005000,0.050000,0.025000,Rachel
2170,0.062778,0.045000,0.008333,0.000000,Rachel
2171,0.018519,0.012037,0.041667,0.000000,Joey
2172,0.070833,0.054861,0.060000,0.040000,Rachel
2173,0.006250,0.015625,0.025000,0.000000,Rachel
2174,0.020000,0.012500,0.037500,0.012500,Chandler
2175,0.039286,0.095238,0.025000,0.075000,Chandler
2176,0.023214,0.017411,0.050000,0.039062,Rachel
2177,0.002273,0.011364,0.012500,0.000000,Rachel
2178,0.006250,0.020000,0.000000,0.100000,Rachel
2179,0.100000,0.032500,0.050000,0.025000,Rachel
2180,0.037500,0.015625,0.000000,0.000000,Chandler
2181,0.022656,0.018750,0.070833,0.075000,Rachel
2182,0.165000,0.000000,0.000000,0.000000,Rachel
2183,0.005556,0.013889,0.000000,0.000000,Chandler
2184,0.041667,0.054167,0.012500,0.012500,Joey
2185,0.044063,0.018125,0.034375,0.035417,Chandler
2186,0.000000,0.083333,0.000000,0.000000,Joey
2187,0.031250,0.140625,0.000000,0.000000,Rachel
2188,0.109615,0.027885,0.025000,0.012500,Chandler
2189,0.014583,0.047396,0.021429,0.021429,Joey
2190,0.051923,0.015385,0.075000,0.037500,Rachel
2191,0.242500,0.056250,0.075000,0.000000,Chandler
2192,0.053838,0.053289,0.020313,0.000000,Chandler
2193,0.010417,0.000000,0.000000,0.000000,Rachel
2194,0.020000,0.052500,0.025000,0.000000,Joey
2195,0.000000,0.000000,0.000000,0.000000,Rachel
2196,0.150833,0.072500,0.162500,0.000000,Joey
2197,0.014286,0.035714,0.025000,0.000000,Chandler
2198,0.000000,0.000000,0.000000,0.000000,Chandler
2199,0.014583,0.006250,0.050000,0.008333,Chandler
2200,0.037500,0.009375,0.018750,0.006250,Rachel
2201,0.043750,0.004464,0.000000,0.000000,Chandler
2202,0.093750,0.015625,0.000000,0.000000,Rachel
2203,0.046053,0.062829,0.018750,0.006250,Joey
2204,0.007143,0.100000,0.000000,0.000000,Joey
2205,0.104167,0.012500,0.050000,0.025000,Chandler
2206,0.008333,0.072222,0.018750,0.006250,Joey
2207,0.000000,0.000000,0.000000,0.000000,Chandler
2208,0.030556,0.127778,0.025000,0.012500,Joey
2209,0.052448,0.018281,0.041667,0.025000,Rachel
2210,0.037500,0.062500,0.025000,0.012500,Chandler
2211,0.064744,0.056731,0.075000,0.065000,Joey
2212,0.037500,0.000000,0.000000,0.000000,Joey
2213,0.000000,0.000000,0.000000,0.000000,Rachel
2214,0.000000,0.150000,0.000000,0.225000,Rachel
2215,0.073864,0.009659,0.083333,0.016667,Rachel
2216,0.016667,0.008333,0.050000,0.025000,Rachel
2217,0.000000,0.000000,0.000000,0.000000,Chandler
2218,0.037500,0.018750,0.115000,0.055000,Rachel
2219,0.031250,0.007031,0.050000,0.000000,Joey
2220,0.031250,0.015625,0.125000,0.062500,Joey
2221,0.000000,0.000000,0.000000,0.000000,Joey
2222,0.059375,0.015104,0.062500,0.000000,Rachel
2223,0.031667,0.022500,0.075000,0.012500,Chandler
2224,0.046429,0.022560,0.050000,0.016667,Chandler
2225,0.000000,0.000000,0.000000,0.000000,Joey
2226,0.000000,0.312500,0.000000,0.000000,Joey
2227,0.038266,0.031250,0.043056,0.018056,Joey
2228,0.125000,0.012500,0.025000,0.012500,Rachel
2229,0.031481,0.016204,0.021429,0.014286,Rachel
2230,0.112500,0.025000,0.000000,0.000000,Chandler
2231,0.000000,0.000000,0.000000,0.000000,Joey
2232,0.043353,0.030060,0.087500,0.125000,Rachel
2233,0.037500,0.018750,0.050000,0.025000,Rachel
2234,0.125000,0.000000,0.000000,0.000000,Rachel
2235,0.000000,0.000000,0.000000,0.000000,Rachel
2236,0.010714,0.008929,0.075000,0.000000,Chandler
2237,0.018333,0.001667,0.006250,0.000000,Joey
2238,0.065357,0.056071,0.070000,0.035000,Chandler
2239,0.026923,0.011538,0.037500,0.012500,Joey
2240,0.000000,0.000000,0.000000,0.000000,Joey
2241,0.055208,0.009375,0.050000,0.025000,Joey
2242,0.087500,0.056250,0.041667,0.125000,Chandler
2243,0.020833,0.083333,0.000000,0.000000,Chandler
2244,0.020833,0.033750,0.041667,0.008333,Joey
2245,0.018056,0.065278,0.050000,0.025000,Rachel
2246,0.008333,0.029167,0.050000,0.025000,Chandler
2247,0.190000,0.082500,0.125000,0.100000,Rachel
2248,0.005000,0.000000,0.025000,0.000000,Chandler
2249,0.000000,0.000000,0.000000,0.000000,Joey
2250,0.000000,0.000000,0.000000,0.000000,Chandler
2251,0.012500,0.020833,0.000000,0.000000,Chandler
2252,0.026064,0.025399,0.058333,0.008333,Rachel
2253,0.008333,0.000000,0.025000,0.000000,Chandler
2254,0.019444,0.025000,0.025000,0.000000,Rachel
2255,0.000000,0.000000,0.000000,0.000000,Chandler
2256,0.115000,0.010000,0.000000,0.000000,Rachel
2257,0.038768,0.035598,0.025000,0.056250,Joey
2258,0.014286,0.007143,0.050000,0.025000,Rachel
2259,0.093182,0.022727,0.275000,0.000000,Rachel
2260,0.000000,0.000000,0.000000,0.000000,Rachel
2261,0.017857,0.037500,0.025000,0.000000,Joey
2262,0.140625,0.015625,0.000000,0.000000,Rachel
2263,0.083750,0.008750,0.008333,0.000000,Rachel
2264,0.030417,0.022917,0.058333,0.083333,Rachel
2265,0.025000,0.087500,0.000000,0.000000,Chandler
2266,0.009091,0.007955,0.033333,0.008333,Rachel
2267,0.045833,0.015625,0.012500,0.000000,Chandler
2268,0.091667,0.025000,0.000000,0.000000,Joey
2269,0.069444,0.012500,0.050000,0.022222,Rachel
2270,0.041151,0.051578,0.030556,0.019444,Rachel
2271,0.000000,0.000000,0.000000,0.000000,Joey
2272,0.008333,0.067708,0.025000,0.250000,Joey
2273,0.018750,0.042708,0.025000,0.016667,Joey
2274,0.000000,0.000000,0.000000,0.000000,Joey
2275,0.183333,0.000000,0.000000,0.000000,Rachel
2276,0.042500,0.012500,0.025000,0.000000,Joey
2277,0.046354,0.011533,0.033333,0.012500,Rachel
2278,0.008333,0.004167,0.050000,0.025000,Rachel
2279,0.075000,0.016071,0.000000,0.000000,Joey
2280,0.004167,0.022685,0.033333,0.016667,Joey
2281,0.058854,0.007812,0.000000,0.000000,Rachel
2282,0.025000,0.085714,0.012500,0.000000,Chandler
2283,0.172222,0.016667,0.000000,0.000000,Rachel
2284,0.010000,0.075000,0.050000,0.025000,Joey
2285,0.033333,0.020833,0.062500,0.025000,Joey
2286,0.437500,0.062500,0.000000,0.000000,Chandler
2287,0.000000,0.000000,0.000000,0.000000,Rachel
2288,0.008333,0.010417,0.025000,0.000000,Chandler
2289,0.000000,0.000000,0.000000,0.000000,Rachel
2290,0.059783,0.017663,0.083333,0.004167,Rachel
2291,0.082812,0.014063,0.050000,0.025000,Rachel
2292,0.019792,0.015278,0.018750,0.006250,Rachel
2293,0.029762,0.000000,0.000000,0.000000,Rachel
2294,0.025000,0.027083,0.050000,0.025000,Rachel
2295,0.043750,0.004464,0.012500,0.000000,Rachel
2296,0.000000,0.031250,0.000000,0.000000,Rachel
2297,0.020625,0.067500,0.012500,0.006250,Rachel
2298,0.037500,0.037500,0.037500,0.000000,Rachel
2299,0.028571,0.017857,0.050000,0.025000,Chandler
2300,0.005000,0.000000,0.008333,0.000000,Joey
2301,0.046983,0.031178,0.035714,0.003571,Joey
2302,0.000000,0.000000,0.000000,0.000000,Joey
2303,0.012500,0.007500,0.025000,0.000000,Chandler
2304,0.058333,0.021875,0.025000,0.012500,Joey
2305,0.062500,0.078125,0.087500,0.000000,Joey
2306,0.047596,0.048077,0.020000,0.125000,Rachel
2307,0.037500,0.003125,0.025000,0.000000,Chandler
2308,0.046875,0.004018,0.008333,0.000000,Chandler
2309,0.018750,0.021875,0.037500,0.012500,Rachel
2310,0.017857,0.032143,0.008333,0.016667,Chandler
2311,0.041176,0.033824,0.043750,0.012500,Joey
2312,0.040179,0.004464,0.000000,0.000000,Rachel
2313,0.037500,0.095139,0.050000,0.103571,Joey
2314,0.038636,0.082955,0.075000,0.075000,Chandler
2315,0.051953,0.021875,0.068750,0.075000,Chandler
2316,0.098512,0.030060,0.006250,0.000000,Chandler
2317,0.008333,0.062500,0.025000,0.012500,Joey
2318,0.020833,0.025000,0.000000,0.000000,Rachel
2319,0.008333,0.016667,0.000000,0.000000,Joey
2320,0.012963,0.021296,0.000000,0.000000,Joey
2321,0.000000,0.000000,0.000000,0.000000,Joey
2322,0.062500,0.281250,0.000000,0.000000,Joey
2323,0.086364,0.060227,0.050000,0.037500,Chandler
2324,0.012500,0.018750,0.000000,0.000000,Chandler
2325,0.076910,0.019271,0.000000,0.050000,Chandler
2326,0.010000,0.000000,0.025000,0.000000,Chandler
2327,0.000000,0.000000,0.000000,0.000000,Rachel
2328,0.000000,0.000000,0.000000,0.000000,Chandler
2329,0.012500,0.031250,0.000000,0.000000,Joey
2330,0.000000,0.000000,0.000000,0.000000,Rachel
2331,0.000000,0.015625,0.000000,0.000000,Joey
2332,0.000000,0.000000,0.000000,0.000000,Joey
2333,0.022500,0.022500,0.050000,0.037500,Chandler
2334,0.016406,0.071094,0.000000,0.025000,Joey
2335,0.083333,0.125000,0.000000,0.000000,Joey
2336,0.028125,0.032813,0.075000,0.100000,Rachel
2337,0.083333,0.000000,0.000000,0.000000,Rachel
2338,0.066250,0.006250,0.000000,0.000000,Chandler
2339,0.030114,0.016477,0.033333,0.033333,Chandler
2340,0.034524,0.021429,0.058333,0.005556,Rachel
2341,0.023649,0.030743,0.067857,0.067857,Rachel
2342,0.017045,0.034091,0.025000,0.008333,Rachel
2343,0.157197,0.035795,0.395833,0.000000,Chandler
2344,0.006250,0.089063,0.000000,0.000000,Rachel
2345,0.075000,0.156250,0.150000,0.250000,Rachel
2346,0.042763,0.009868,0.045000,0.010000,Joey
2347,0.047917,0.046875,0.000000,0.000000,Rachel
2348,0.075000,0.200000,0.000000,0.000000,Joey
2349,0.068333,0.015833,0.166667,0.058333,Chandler
2350,0.010417,0.000000,0.000000,0.000000,Rachel
2351,0.094167,0.016667,0.043750,0.025000,Rachel
2352,0.034615,0.057692,0.012500,0.000000,Rachel
2353,0.028947,0.045395,0.015000,0.005000,Chandler
2354,0.075000,0.017045,0.162500,0.000000,Joey
2355,0.031746,0.050893,0.039286,0.010714,Rachel
2356,0.000000,0.000000,0.000000,0.000000,Rachel
2357,0.012879,0.053788,0.025000,0.012500,Rachel
2358,0.045312,0.062500,0.075000,0.000000,Rachel
2359,0.027632,0.062171,0.035714,0.003571,Chandler
2360,0.044136,0.051852,0.077778,0.062500,Chandler
2361,0.075000,0.200000,0.000000,0.000000,Chandler
2362,0.007143,0.021429,0.000000,0.000000,Rachel
2363,0.018750,0.012500,0.000000,0.000000,Rachel
2364,0.000000,0.000000,0.000000,0.000000,Rachel
2365,0.000000,0.000000,0.000000,0.000000,Joey
2366,0.010714,0.003571,0.025000,0.008333,Joey
2367,0.012500,0.006250,0.050000,0.025000,Chandler
2368,0.062245,0.013520,0.021429,0.010714,Chandler
2369,0.022656,0.044010,0.033333,0.041667,Joey
2370,0.022917,0.012500,0.050000,0.025000,Rachel
2371,0.010714,0.007143,0.000000,0.000000,Joey
2372,0.041667,0.002778,0.000000,0.000000,Chandler
2373,0.079167,0.000000,0.208333,0.000000,Joey
2374,0.000000,0.000000,0.000000,0.000000,Rachel
2375,0.000000,0.000000,0.000000,0.000000,Joey
2376,0.054167,0.013889,0.000000,0.000000,Joey
2377,0.135417,0.197917,0.000000,0.000000,Rachel
2378,0.250000,0.000000,0.000000,0.000000,Chandler
2379,0.000000,0.000000,0.000000,0.000000,Rachel
2380,0.017708,0.004167,0.075000,0.025000,Rachel
2381,0.008333,0.150000,0.000000,0.000000,Joey
2382,0.020043,0.036638,0.027273,0.015909,Joey
2383,0.020833,0.041667,0.000000,0.000000,Rachel
2384,0.000000,0.000000,0.000000,0.000000,Rachel
2385,0.021801,0.025000,0.045833,0.000000,Rachel
2386,0.035714,0.081250,0.091667,0.158333,Rachel
2387,0.000000,0.000000,0.000000,0.000000,Joey
2388,0.000000,0.016667,0.000000,0.050000,Chandler
2389,0.064130,0.015217,0.030000,0.005000,Rachel
2390,0.100000,0.017308,0.050000,0.005000,Chandler
2391,0.000000,0.000000,0.000000,0.000000,Rachel
2392,0.060000,0.005000,0.050000,0.025000,Joey
2393,0.041667,0.187500,0.000000,0.000000,Chandler
2394,0.047222,0.076389,0.118750,0.006250,Chandler
2395,0.009091,0.002273,0.050000,0.025000,Rachel
2396,0.027500,0.036250,0.018750,0.043750,Joey
2397,0.182143,0.044643,0.200000,0.062500,Rachel
2398,0.048333,0.008889,0.050000,0.025000,Rachel
2399,0.007812,0.000000,0.000000,0.000000,Rachel
2400,0.056250,0.043750,0.025000,0.075000,Rachel
2401,0.070000,0.015000,0.050000,0.025000,Chandler
2402,0.000000,0.000000,0.000000,0.000000,Chandler
2403,0.061842,0.006579,0.006250,0.031250,Chandler
2404,0.043750,0.037500,0.050000,0.025000,Rachel
2405,0.064881,0.169643,0.000000,0.000000,Joey
2406,0.023333,0.025833,0.025000,0.037500,Rachel
2407,0.013889,0.002778,0.000000,0.000000,Chandler
2408,0.140625,0.015625,0.000000,0.000000,Rachel
2409,0.087500,0.000000,0.000000,0.000000,Chandler
2410,0.028437,0.030000,0.037500,0.006250,Chandler
2411,0.018478,0.019565,0.045833,0.012500,Chandler
2412,0.008333,0.000000,0.025000,0.000000,Joey
2413,0.017857,0.034524,0.033333,0.008333,Joey
2414,0.057292,0.000000,0.000000,0.000000,Joey
2415,0.050000,0.000000,0.150000,0.000000,Chandler
2416,0.008333,0.000000,0.025000,0.000000,Rachel
2417,0.000000,0.000000,0.000000,0.000000,Chandler
2418,0.125000,0.000000,0.000000,0.000000,Rachel
2419,0.000000,0.000000,0.000000,0.000000,Rachel
2420,0.020652,0.011413,0.056250,0.006250,Joey
2421,0.017188,0.018750,0.000000,0.012500,Joey
2422,0.010417,0.093750,0.031250,0.281250,Rachel
2423,0.009375,0.009375,0.012500,0.000000,Joey
2424,0.035714,0.032143,0.050000,0.025000,Rachel
2425,0.030208,0.019792,0.060417,0.010417,Chandler
2426,0.045417,0.011667,0.000000,0.000000,Chandler
2427,0.023125,0.051250,0.060000,0.035000,Rachel
2428,0.080556,0.029167,0.100000,0.062500,Rachel
2429,0.034655,0.028726,0.027500,0.012500,Rachel
2430,0.067857,0.067857,0.250000,0.125000,Rachel
2431,0.029545,0.030303,0.091667,0.075000,Rachel
2432,0.025000,0.035417,0.056250,0.000000,Chandler
2433,0.035000,0.058125,0.082143,0.035714,Chandler
2434,0.029250,0.010500,0.012500,0.006250,Rachel
2435,0.079545,0.015909,0.112500,0.020833,Rachel
2436,0.012500,0.005804,0.012500,0.000000,Chandler
2437,0.013393,0.003125,0.031250,0.003125,Joey
2438,0.021429,0.023810,0.018750,0.037500,Joey
2439,0.031250,0.018750,0.000000,0.000000,Chandler
2440,0.043910,0.016346,0.050000,0.002500,Chandler
2441,0.000000,0.000000,0.000000,0.000000,Joey
2442,0.071324,0.019853,0.041667,0.016667,Rachel
2443,0.052273,0.014773,0.050000,0.000000,Chandler
2444,0.005556,0.015278,0.025000,0.025000,Rachel
2445,0.075000,0.050000,0.000000,0.000000,Chandler
2446,0.059524,0.073512,0.058333,0.000000,Joey
2447,0.037500,0.044643,0.063889,0.022222,Joey
2448,0.281250,0.031250,0.000000,0.000000,Rachel
2449,0.028862,0.036992,0.025000,0.000000,Rachel
2450,0.012037,0.021296,0.050000,0.025000,Chandler
2451,0.062500,0.050000,0.000000,0.000000,Joey
2452,0.016667,0.054167,0.041667,0.125000,Joey
2453,0.026786,0.066071,0.050000,0.012500,Rachel
2454,0.028409,0.039411,0.040909,0.005682,Joey
2455,0.006250,0.015625,0.025000,0.000000,Rachel
2456,0.012500,0.006250,0.050000,0.025000,Chandler
2457,0.000000,0.000000,0.000000,0.000000,Rachel
2458,0.070043,0.019181,0.093750,0.003125,Rachel
2459,0.031250,0.153750,0.125000,0.050000,Joey
2460,0.000000,0.000000,0.000000,0.000000,Joey
2461,0.021032,0.025595,0.005000,0.015000,Joey
2462,0.082500,0.072500,0.000000,0.000000,Chandler
2463,0.023214,0.036607,0.045000,0.080000,Joey
2464,0.000000,0.000000,0.000000,0.000000,Rachel
2465,0.039674,0.016848,0.018750,0.043750,Chandler
2466,0.039951,0.067892,0.063333,0.038333,Joey
2467,0.000000,0.000000,0.000000,0.000000,Chandler
2468,0.059444,0.027500,0.041667,0.016667,Joey
2469,0.089583,0.029861,0.012500,0.012500,Chandler
2470,0.025000,0.038816,0.025000,0.008333,Chandler
2471,0.089904,0.019712,0.033333,0.016667,Joey
2472,0.033704,0.007870,0.063889,0.008333,Joey
2473,0.104375,0.033125,0.166667,0.150000,Rachel
2474,0.061667,0.039500,0.020833,0.000000,Joey
2475,0.046701,0.033854,0.060000,0.020000,Rachel
2476,0.040179,0.015476,0.035000,0.000000,Chandler
2477,0.037500,0.000000,0.000000,0.000000,Chandler
2478,0.012500,0.006250,0.050000,0.025000,Rachel
2479,0.058333,0.000000,0.000000,0.000000,Joey
2480,0.080952,0.028571,0.000000,0.000000,Chandler
2481,0.125000,0.375000,0.000000,0.000000,Chandler
2482,0.000000,0.050000,0.000000,0.000000,Chandler
2483,0.000000,0.000000,0.000000,0.000000,Rachel
2484,0.029464,0.011607,0.093750,0.000000,Rachel
2485,0.000000,0.000000,0.000000,0.000000,Joey
2486,0.025000,0.156250,0.000000,0.000000,Rachel
2487,0.034211,0.030263,0.050000,0.025000,Joey
2488,0.000000,0.000000,0.000000,0.000000,Joey
2489,0.025000,0.013750,0.000000,0.000000,Rachel
2490,0.437500,0.062500,0.000000,0.000000,Chandler
2491,0.012500,0.028333,0.000000,0.000000,Rachel
2492,0.020000,0.012500,0.050000,0.000000,Joey
2493,0.040432,0.037114,0.067857,0.025000,Chandler
2494,0.000000,0.000000,0.000000,0.000000,Rachel
2495,0.112500,0.022500,0.025000,0.000000,Rachel
2496,0.125000,0.000000,0.000000,0.000000,Chandler
2497,0.000000,0.000000,0.000000,0.000000,Chandler
2498,0.053618,0.066776,0.052778,0.077778,Joey
2499,0.000000,0.008929,0.000000,0.000000,Chandler
2500,0.057407,0.000000,0.050000,0.000000,Joey
2501,0.038462,0.071154,0.037500,0.000000,Joey
2502,0.052273,0.029545,0.000000,0.000000,Chandler
2503,0.062778,0.062500,0.018750,0.000000,Rachel
2504,0.000000,0.000000,0.000000,0.000000,Rachel
2505,0.058333,0.054167,0.012500,0.037500,Chandler
2506,0.000000,0.000000,0.000000,0.000000,Joey
2507,0.093634,0.012153,0.033333,0.008333,Rachel
2508,0.077546,0.017361,0.125000,0.062500,Rachel
2509,0.015385,0.025000,0.000000,0.008333,Chandler
2510,0.127083,0.089583,0.000000,0.000000,Rachel
2511,0.010714,0.071429,0.000000,0.000000,Joey
2512,0.014815,0.006250,0.020000,0.080000,Joey
2513,0.051389,0.016667,0.012500,0.000000,Joey
2514,0.014286,0.014286,0.012500,0.000000,Chandler
2515,0.000000,0.000000,0.000000,0.000000,Joey
2516,0.040179,0.011607,0.000000,0.000000,Rachel
2517,0.000000,0.000000,0.000000,0.000000,Chandler
2518,0.021970,0.014394,0.037500,0.100000,Chandler
2519,0.095833,0.008333,0.000000,0.000000,Chandler
2520,0.000000,0.000000,0.000000,0.000000,Rachel
2521,0.025000,0.003571,0.087500,0.000000,Chandler
2522,0.000000,0.000000,0.000000,0.000000,Rachel
2523,0.018182,0.021591,0.041667,0.033333,Joey
2524,0.050000,0.000000,0.012500,0.000000,Joey
2525,0.022917,0.052778,0.000000,0.000000,Rachel
2526,0.013462,0.038462,0.005000,0.000000,Rachel
2527,0.032143,0.057143,0.033333,0.000000,Chandler
2528,0.375000,0.031250,0.000000,0.000000,Rachel
2529,0.125000,0.000000,0.075000,0.000000,Rachel
2530,0.004167,0.010417,0.037500,0.200000,Rachel
2531,0.062500,0.000000,0.000000,0.000000,Joey
2532,0.040625,0.068750,0.050000,0.025000,Joey
2533,0.121591,0.022727,0.087500,0.125000,Joey
2534,0.091667,0.000000,0.275000,0.000000,Rachel
2535,0.014216,0.061765,0.008333,0.004167,Rachel
2536,0.044928,0.007609,0.075000,0.037500,Chandler
2537,0.000000,0.000000,0.000000,0.000000,Joey
2538,0.015909,0.098864,0.008333,0.000000,Joey
2539,0.000000,0.000000,0.000000,0.000000,Rachel
2540,0.000000,0.000000,0.000000,0.000000,Rachel
2541,0.077083,0.010417,0.015625,0.031250,Rachel
2542,0.016667,0.008333,0.050000,0.025000,Chandler
2543,0.020625,0.015000,0.087500,0.000000,Rachel
2544,0.000000,0.037500,0.012500,0.000000,Joey
2545,0.093750,0.007812,0.000000,0.000000,Chandler
2546,0.043182,0.010606,0.020455,0.027273,Rachel
2547,0.000000,0.000000,0.000000,0.000000,Chandler
2548,0.063889,0.011458,0.118750,0.000000,Rachel
2549,0.056250,0.035096,0.068750,0.062500,Rachel
2550,0.015000,0.050000,0.000000,0.000000,Chandler
2551,0.281250,0.031250,0.000000,0.000000,Rachel
2552,0.000000,0.020833,0.000000,0.000000,Joey
2553,0.000000,0.000000,0.000000,0.000000,Rachel
2554,0.079167,0.016667,0.037500,0.012500,Joey
2555,0.017857,0.000000,0.000000,0.000000,Chandler
2556,0.155769,0.044231,0.158333,0.041667,Chandler
2557,0.000000,0.000000,0.000000,0.000000,Joey
2558,0.036111,0.005556,0.025000,0.000000,Joey
2559,0.027500,0.040000,0.018750,0.006250,Joey
2560,0.033333,0.000000,0.025000,0.000000,Chandler
2561,0.008333,0.053125,0.006250,0.125000,Chandler
2562,0.075000,0.000000,0.000000,0.000000,Rachel
2563,0.031250,0.015625,0.000000,0.000000,Rachel
2564,0.038333,0.042917,0.025000,0.025000,Joey
2565,0.000000,0.000000,0.000000,0.000000,Rachel
2566,0.025260,0.025260,0.008333,0.000000,Rachel
2567,0.012500,0.025000,0.050000,0.025000,Rachel
2568,0.025408,0.043750,0.031250,0.033333,Joey
2569,0.015625,0.000000,0.000000,0.000000,Rachel
2570,0.137500,0.156250,0.000000,0.000000,Rachel
2571,0.016667,0.020313,0.025000,0.012500,Joey
2572,0.050000,0.012500,0.050000,0.025000,Joey
2573,0.046429,0.039286,0.050000,0.025000,Rachel
2574,0.040365,0.017708,0.033333,0.000000,Joey
2575,0.043519,0.002778,0.025000,0.012500,Joey
2576,0.025000,0.014286,0.025000,0.012500,Rachel
2577,0.031473,0.047098,0.064103,0.025000,Rachel
2578,0.041667,0.016667,0.000000,0.000000,Chandler
2579,0.003125,0.007812,0.012500,0.000000,Joey
2580,0.088889,0.044444,0.062500,0.000000,Chandler
2581,0.069231,0.008654,0.033333,0.000000,Rachel
2582,0.031250,0.031250,0.037500,0.000000,Chandler
2583,0.038520,0.028812,0.038889,0.002778,Joey
2584,0.000000,0.093750,0.000000,0.000000,Rachel
2585,0.029545,0.069318,0.050000,0.025000,Rachel
2586,0.437500,0.062500,0.000000,0.000000,Chandler
2587,0.051786,0.030357,0.025000,0.012500,Joey
2588,0.035000,0.005000,0.050000,0.025000,Rachel
2589,0.187500,0.000000,0.000000,0.000000,Chandler
2590,0.088542,0.017708,0.000000,0.000000,Rachel
2591,0.000000,0.000000,0.000000,0.000000,Joey
2592,0.055000,0.041667,0.058333,0.000000,Rachel
2593,0.067279,0.070588,0.030000,0.010000,Rachel
2594,0.041667,0.041667,0.000000,0.000000,Joey
2595,0.116667,0.020000,0.000000,0.000000,Chandler
2596,0.044643,0.004464,0.000000,0.000000,Chandler
2597,0.053846,0.017308,0.025000,0.012500,Chandler
2598,0.007500,0.012500,0.000000,0.000000,Rachel
2599,0.039286,0.010714,0.100000,0.000000,Chandler
2600,0.014286,0.030952,0.037500,0.025000,Joey
2601,0.281250,0.031250,0.000000,0.000000,Chandler
2602,0.005000,0.125000,0.000000,0.000000,Chandler
2603,0.016667,0.014286,0.031250,0.062500,Chandler
2604,0.038462,0.071154,0.075000,0.012500,Joey
2605,0.068304,0.106250,0.225000,0.025000,Rachel
