 Impersonal Pronouns,Adverbs,Affective Processes,All Punctuation,Anger,Anxiety,Apostrophe,Articles,Assent,Auxiliary Verbs,Biological Processes,Body,Causation,Certainty,Comma,Common Verbs,Conjunctions,Dash,Death,Dictionary Words,Discrepancy,Exclamation Marks,Family,Feel,Fillers,First Person Plural,First Person Singular,Friends,Health,Hear,Home,Ingestion,Insight,Leisure,Money,Motion,Negations,Negative Emotion,Number,Numerals,Other Punctuation,Parenthesis,Perceptual Processes,Personal Pronouns,Positive Emotion,Quantifiers,Question Marks,Quote Marks,Relativity,Religion,Sadness,Second Person,See,Semicolon,Sentences,Sexual,Six Letter Words,Social Processes,Space,Swear Words,Tentative,Third Person Plural,Third Person Singular,Time,Total Pronouns,Unique Words,Word Count,Words Per Sentence,Work,achiev,adj,affiliation,cogproc,compare,differ,drives,female,focusfuture,focuspast,focuspresent,function,informal,interrog,male,netspeak,nonflu,power,prep,reward,risk
2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,1,0,2,11,11,11,0,1,0,0,2,0,0,1,0,0,0,3,5,0,0,1,0,0,0,2,0,0
0,1,0,6,0,0,0,2,0,4,0,0,1,0,2,5,1,0,0,24,1,3,1,0,0,0,0,0,0,0,0,0,1,7,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,16,19,6.333333333,2,0,0,0,4,0,1,2,1,0,0,4,8,0,1,0,0,0,1,0,1,0
1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,2,8,8,8,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,3,6,7,3.5,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1,1,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,3,9,9,9,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
0,0,1,5,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,0,2,0,1,1,0,0,4,0,1,0,0,3,0,2,2,0,1,1,0,0,0,2,12,12,4,0,0,1,0,1,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,0,0,0,0,0
1,0,0,4,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,5,0,0,1,0,0,2,0,1,1,5,0,0,0,0,0,2,9,9,4.5,0,0,1,0,0,0,0,2,0,0,1,1,4,0,0,0,0,0,1,1,1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,2,6,8,0,0,0,3,0,4,0,0,1,0,3,7,2,1,0,39,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,5,0,3,4,0,3,5,1,1,0,1,13,0,5,3,3,0,4,0,6,7,6,0,0,0,0,7,5,30,39,9.75,0,0,3,3,3,1,1,8,1,0,3,6,18,0,1,0,0,0,5,4,0,0
1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,3,3,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4,1,4,6,4,0,0,0,0,5,4,4,0,0,3,5,2,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,2,1,0,3,0,0,0,0,0,3,0,10,3,0,4,4,0,0,3,4,20,24,8,0,0,0,0,5,0,2,0,3,0,0,4,11,4,1,0,0,0,0,1,0,0
2,0,0,4,0,0,0,2,1,1,0,0,0,0,2,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,1,0,3,0,0,1,1,0,2,0,1,2,2,0,0,0,0,1,3,15,16,8,0,0,0,0,1,0,1,0,0,0,1,1,7,2,0,0,0,0,0,1,0,0
0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,4,4,4,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0
0,1,0,5,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,3,0,0,0,0,0,1,0,1,2,2,0,0,0,2,1,2,10,10,10,0,0,0,0,2,0,2,0,1,0,0,1,6,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,4,4,4,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,2,8,8,8,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,3,5,6,6,0,0,0,1,0,0,0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0
0,0,3,3,3,0,0,1,0,0,3,3,0,0,1,0,0,1,0,8,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
0,2,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,6,6,6,0,0,0,3,1,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,2,5,5,5,0,0,1,0,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0
0,0,2,3,0,0,0,0,0,2,2,0,0,0,1,4,1,0,0,17,2,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,2,0,0,2,0,0,0,2,0,0,1,0,4,9,0,0,1,0,1,0,6,12,16,16,0,0,0,2,4,1,1,2,4,0,2,1,10,0,0,0,0,0,0,1,0,0
2,3,1,3,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,1,4,2,0,1,0,1,1,3,12,13,13,0,0,0,0,1,0,0,2,1,1,0,3,9,0,0,0,0,0,2,1,0,0
2,3,3,5,0,0,0,0,0,5,0,0,0,0,1,6,2,0,0,24,2,2,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,3,0,2,0,6,0,0,0,0,0,4,0,6,5,2,0,0,1,0,4,6,21,23,5.75,0,0,1,3,3,0,1,3,0,1,0,5,16,0,1,0,0,0,0,2,0,0
0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,1,8,8,8,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,0,0,1,1,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2,1,4,12,3,0,0,2,0,2,0,0,1,2,3,7,2,1,0,36,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,2,1,3,0,0,4,4,0,6,1,2,0,0,5,0,0,1,0,0,4,0,4,2,2,0,0,0,0,1,8,31,35,8.75,3,0,1,2,8,1,2,3,0,2,0,7,19,2,0,0,2,0,0,4,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,8,8,8,0,0,1,0,1,0,1,0,0,0,0,0,5,1,0,0,1,0,0,2,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,5,5,2.5,0,0,0,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0
1,3,1,7,1,0,0,1,1,3,0,0,0,0,4,4,3,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,7,0,0,2,0,0,1,0,5,6,5,0,0,0,0,1,3,22,23,23,1,0,1,3,2,0,2,4,0,0,1,2,13,1,0,0,0,0,1,1,0,0
1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,6,6,6,0,0,0,1,2,0,1,1,0,1,0,2,5,0,1,0,0,0,0,1,0,0
1,0,1,2,1,0,0,1,0,1,4,0,0,0,0,1,1,0,0,18,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,3,2,0,1,0,0,1,0,3,14,15,7.5,0,0,0,0,3,0,0,0,0,3,0,1,9,1,1,1,0,0,0,3,0,0
1,3,3,8,0,0,0,3,0,6,1,0,0,2,3,11,3,0,0,41,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,3,0,0,0,12,0,0,0,0,0,5,1,3,4,4,0,0,0,2,5,8,32,42,8.4,0,0,1,1,3,0,0,3,0,3,1,8,23,0,1,3,0,0,0,5,2,0
2,1,0,5,0,0,0,2,0,4,1,0,3,0,2,5,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,1,0,5,0,0,1,0,0,2,1,2,1,2,0,0,0,0,0,3,16,17,8.5,2,0,0,0,4,0,1,1,0,0,1,4,10,0,0,0,0,0,1,1,0,0
0,0,4,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,3,3,3,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0
0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,6,6,6,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0
0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
