3,1,1,3,0.0,0.0,0.0,1,0.0,3,0.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,15,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.0,2,3,1,0.0,3,0.0,1,0.0,5,13,14,7.0,0.0,0.0,1,0.0,3,0.0,0.0,1,0.0,2,0.0,3,11,1,0.0,2,1,0.0,0.0
1,0.0,2,2,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,2,13,1,0.0,0.0,0.0,0.0,0.0,2,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,3,8,8,8.0,0.0,0.0,0.0,3,1,0.0,0.0,3,0.0,1,0.0,1,4,1,0.0,3,0.0,0.0,0.0
0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,1,2,0.0,0.0,1,0.0,2,1,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,2,1,4,0.0,0.0,0.0,0.0,1,1,2,8,8,8.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,3,0.0,2,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,6,1,0.0,0.0,2,3,5,1,0.0,0.0,0.0,1,7,0.0,0.0,0.0,25,0.0,0.0,0.0,3,0.0,0.0,1,0.0,1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,4,0.0,4,5,3,1,1,0.0,2,0.0,1,4,1,0.0,5,0.0,3,5,1,0.0,1,0.0,0.0,1,6,21,23,4.6,0.0,0.0,1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,8,12,3,1,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,1,2,0.0,0.0,0.0,5,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,1,1,0.0,0.0,1,0.0,0.0,0.0,1,8,8,2.6666666666666665,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,5,0.0,0.0,0.0,2,0.0,2,1,0.0,0.0,1,2,4,3,0.0,0.0,21,1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,0.0,0.0,4,0.0,1,0.0,0.0,5,0.0,0.0,2,0.0,0.0,3,0.0,2,4,3,0.0,2,0.0,1,1,5,20,23,7.666666666666667,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,5,14,1,0.0,1,0.0,0.0,0.0
0.0,0.0,0.0,3,0.0,0.0,1,2,0.0,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,5,0.0,0.0,1,0.0,0.0,2,0.0,1,3,0.0,0.0,0.0,0.0,0.0,5,1,13,13,6.5,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,3,0.0,2,6,0.0,0.0,1,0.0,0.0,0.0
1,0.0,1,6,0.0,0.0,0.0,4,0.0,2,0.0,0.0,0.0,0.0,3,5,0.0,1,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,4,1,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,2,5,0.0,0.0,1,0.0,1,0.0,5,17,20,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,1,0.0,2,2,11,0.0,1,0.0,0.0,0.0,0.0
11,8,4,21,0.0,0.0,1,3,0.0,8,5,0.0,0.0,1,9,17,4,0.0,0.0,83,1,5,3,3,0.0,0.0,0.0,0.0,0.0,1,0.0,5,0.0,3,0.0,0.0,0.0,0.0,3,0.0,4,0.0,10,7,4,1,3,0.0,7,0.0,0.0,7,0.0,0.0,11,0.0,13,17,6,0.0,6,0.0,0.0,2,18,60,77,7.0,0.0,1,1,6,8,3,2,9,1,0.0,3,8,46,1,2,0.0,1,0.0,1
4,2,0.0,4,0.0,0.0,0.0,2,0.0,2,1,0.0,1,0.0,1,5,5,0.0,0.0,29,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,0.0,7,0.0,1,4,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.0,0.0,2,0.0,6,3,4,0.0,5,0.0,0.0,1,8,24,27,13.5,0.0,0.0,0.0,0.0,11,2,6,0.0,0.0,1,0.0,4,21,1,0.0,0.0,1,0.0,0.0
