 Impersonal Pronouns,Adverbs,Affective Processes,All Punctuation,Anger,Anxiety,Articles,Assent,Auxiliary Verbs,Biological Processes,Body,Causation,Certainty,Colon,Comma,Common Verbs,Conjunctions,Dash,Death,Dictionary Words,Discrepancy,Exclamation Marks,Family,Feel,Fillers,First Person Plural,First Person Singular,Friends,Health,Hear,Home,Ingestion,Insight,Leisure,Money,Motion,Negations,Negative Emotion,Number,Numerals,Other Punctuation,Parenthesis,Perceptual Processes,Personal Pronouns,Positive Emotion,Quantifiers,Question Marks,Relativity,Religion,Sadness,Second Person,See,Semicolon,Sentences,Sexual,Six Letter Words,Social Processes,Space,Swear Words,Tentative,Third Person Plural,Third Person Singular,Time,Total Pronouns,Unique Words,Word Count,Words Per Sentence,Work,achiev,adj,affiliation,cogproc,compare,differ,drives,female,focusfuture,focuspast,focuspresent,function,informal,interrog,male,netspeak,nonflu,power,prep,reward,risk 
2,0.0,0.0,3,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,1,5,1,0.0,0.0,21,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,0.0,2,0.0,2,1,0.0,1,0.0,1,0.0,0.0,0.0,2,0.0,2,0.0,7,0.0,1,0.0,1,0.0,0.0,0.0,3,22,23,11.5,2,0.0,3,0.0,7,3,1,0.0,0.0,3,1,3,10,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
2,1,2,7,0.0,2,2,0.0,4,1,1,0.0,0.0,0.0,2,7,1,1,0.0,32,2,0.0,0.0,1,0.0,1,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,2,0.0,0.0,3,0.0,2,3,0.0,0.0,1,6,0.0,0.0,1,0.0,0.0,4,0.0,9,3,4,0.0,1,0.0,0.0,1,5,29,35,8.75,3,3,1,1,5,0.0,1,4,0.0,0.0,1,5,18,0.0,1,0.0,0.0,0.0,0.0,5,3,0.0
2,2,1,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,3,0.0,1,3,1,0.0,0.0,22,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,3,1,2,1,1,0.0,0.0,2,0.0,0.0,3,0.0,4,9,1,0.0,1,0.0,1,0.0,5,20,22,7.333333333333333,1,1,0.0,3,4,0.0,0.0,5,0.0,0.0,0.0,2,12,0.0,1,2,0.0,0.0,1,2,0.0,0.0
2,3,3,9,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,3,5,2,0.0,0.0,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,2,0.0,1,0.0,0.0,6,0.0,1,0.0,2,2,0.0,6,0.0,0.0,0.0,0.0,0.0,6,0.0,6,2,3,0.0,1,0.0,0.0,1,2,32,36,6.0,0.0,0.0,1,0.0,3,1,1,3,0.0,2,1,4,14,2,0.0,0.0,0.0,0.0,1,4,0.0,2
1,0.0,2,3,0.0,1,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,3,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,3,10,11,3.6666666666666665,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1,2,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,0.0,2,0.0,1,1,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,6,0.0,0.0,0.0,1,0.0,0.0,0.0,2,14,16,8.0,0.0,0.0,0.0,0.0,4,1,2,1,0.0,1,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0
1,0.0,0.0,1,0.0,0.0,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,1,0.0,0.0,1,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,2,13,14,14.0,0.0,0.0,0.0,0.0,2,0.0,1,1,0.0,1,1,1,7,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0
1,1,1,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,0.0,1,3,1,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,1,0.0,0.0,0.0,1,0.0,0.0,2,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,3,15,18,18.0,0.0,1,0.0,0.0,6,0.0,2,1,0.0,2,0.0,2,9,1,0.0,0.0,0.0,1,0.0,2,0.0,0.0
1,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,3,1,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,2,5,0.0,0.0,0.0,0.0,0.0,1,3,12,12,6.0,0.0,0.0,1,4,1,0.0,0.0,4,0.0,0.0,1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
3,0.0,1,6,0.0,1,2,1,1,0.0,0.0,1,1,0.0,3,4,1,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,1,0.0,6,0.0,0.0,0.0,0.0,0.0,3,0.0,4,1,2,0.0,0.0,0.0,0.0,2,6,27,30,10.0,0.0,1,0.0,0.0,3,0.0,1,1,0.0,0.0,2,2,14,2,1,0.0,0.0,1,0.0,4,0.0,0.0
0.0,1,3,3,0.0,0.0,1,0.0,3,0.0,0.0,0.0,3,0.0,1,5,1,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,2,0.0,0.0,2,3,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,2,19,22,11.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,1,0.0,3,11,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
0.0,1,1,4,0.0,0.0,1,0.0,2,0.0,0.0,3,0.0,0.0,2,3,2,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,0.0,3,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,2,0.0,0.0,8,1,0.0,0.0,9,0.0,0.0,3,0.0,0.0,2,0.0,3,8,4,0.0,0.0,1,0.0,1,8,20,26,13.0,0.0,0.0,1,4,3,0.0,0.0,5,0.0,0.0,0.0,3,16,0.0,1,0.0,0.0,0.0,1,3,0.0,1
0.0,0.0,4,4,3,0.0,4,0.0,4,0.0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,0.0,2,3,0.0,0.0,2,0.0,7,3,1,0.0,0.0,3,3,0.0,3,3,0.0,2,0.0,4,6,2,0.0,0.0,0.0,0.0,1,3,29,34,17.0,3,0.0,2,3,3,0.0,2,10,0.0,0.0,0.0,4,17,0.0,0.0,0.0,0.0,0.0,7,3,0.0,0.0
4,2,13,13,0.0,1,5,0.0,5,0.0,0.0,7,8,0.0,8,7,4,0.0,0.0,69,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.0,3,0.0,0.0,1,0.0,0.0,4,0.0,4,7,12,3,1,6,0.0,0.0,5,0.0,0.0,5,0.0,14,17,1,0.0,1,0.0,0.0,5,11,46,59,11.8,0.0,0.0,1,3,20,0.0,2,7,0.0,0.0,1,6,31,0.0,1,0.0,0.0,0.0,3,5,1,0.0
0.0,2,0.0,3,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,5,2,0.0,0.0,24,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,2,0.0,5,0.0,0.0,1,0.0,0.0,1,0.0,3,1,2,0.0,5,0.0,0.0,3,3,23,24,24.0,4,0.0,0.0,0.0,6,0.0,1,1,0.0,0.0,1,2,10,1,0.0,0.0,0.0,1,0.0,1,1,0.0
1,0.0,1,2,0.0,1,2,0.0,1,0.0,0.0,3,0.0,0.0,0.0,2,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,4,0.0,0.0,1,4,0.0,0.0,2,0.0,0.0,2,0.0,4,3,1,0.0,1,0.0,0.0,3,5,16,18,9.0,0.0,0.0,0.0,1,7,0.0,0.0,4,0.0,0.0,2,0.0,9,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.0
1,1,1,5,0.0,0.0,1,0.0,2,3,0.0,0.0,3,0.0,1,4,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,2,1,3,0.0,3,1,0.0,1,0.0,0.0,4,0.0,4,2,3,0.0,1,0.0,1,1,3,19,21,5.25,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,1,3,10,1,0.0,1,0.0,1,0.0,3,0.0,0.0
0.0,0.0,1,5,1,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,2,3,1,1,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,2,0.0,0.0,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,5,2,0.0,0.0,1,1,0.0,0.0,3,16,16,8.0,1,0.0,1,0.0,3,0.0,2,4,0.0,1,0.0,2,8,1,0.0,0.0,0.0,0.0,3,1,1,0.0
1,1,1,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1,0.0,0.0,0.0,2,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,4,1,0.0,0.0,0.0,1,0.0,0.0,2,15,16,8.0,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,0.0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
0.0,0.0,3,2,0.0,0.0,1,0.0,1,3,3,3,0.0,0.0,1,1,0.0,0.0,0.0,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,3,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,1,0.0,5,0.0,2,0.0,0.0,0.0,0.0,9,0.0,14,15,15.0,1,1,0.0,0.0,7,0.0,0.0,4,0.0,3,0.0,1,4,0.0,0.0,0.0,0.0,0.0,3,2,0.0,0.0
1,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,1,0.0,2,3,4,0.0,0.0,0.0,0.0,0.0,2,8,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0
1,0.0,0.0,3,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,9,10,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
3,2,1,5,0.0,0.0,2,0.0,3,0.0,0.0,1,0.0,0.0,1,6,2,0.0,0.0,32,1,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,1,1,0.0,0.0,3,0.0,0.0,6,0.0,1,1,2,0.0,1,1,0.0,0.0,4,0.0,5,4,0.0,0.0,2,0.0,1,1,9,30,37,9.25,0.0,0.0,2,1,6,1,1,1,0.0,0.0,2,3,21,0.0,2,1,0.0,0.0,0.0,5,0.0,0.0
0.0,0.0,4,4,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,3,0.0,2,1,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,3,2,0.0,1,3,4,0.0,0.0,3,0.0,0.0,0.0,1,0.0,2,0.0,4,0.0,3,0.0,0.0,0.0,0.0,0.0,3,17,25,12.5,1,0.0,1,0.0,4,0.0,1,0.0,0.0,0.0,0.0,1,7,1,0.0,0.0,0.0,1,0.0,1,0.0,0.0
0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,17,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,3,0.0,3,0.0,4,0.0,0.0,2,1,0.0,1,0.0,2,2,1,0.0,1,0.0,0.0,3,3,14,16,16.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0.0,0.0,1,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1,0.0,3,2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,1,4,0.0,0.0,0.0,17,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,3,0.0,0.0,1,0.0,0.0,4,0.0,2,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,5,15,16,16.0,0.0,2,1,0.0,7,1,0.0,5,0.0,0.0,0.0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3
0.0,3,0.0,8,0.0,0.0,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0,0.0,0.0,0.0,6,2,0.0,4,0.0,1,0.0,14,0.0,0.0,1,0.0,0.0,6,0.0,0.0,3,6,0.0,1,0.0,2,4,4,25,29,4.833333333333333,3,0.0,1,0.0,1,0.0,0.0,2,0.0,1,0.0,5,16,0.0,1,2,0.0,0.0,1,4,1,0.0
2,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,2,9,12,6.0,0.0,0.0,0.0,0.0,2,0.0,0.0,4,0.0,0.0,0.0,1,4,0.0,1,0.0,0.0,0.0,0.0,1,1,3
2,0.0,1,7,0.0,0.0,4,0.0,2,0.0,0.0,0.0,0.0,0.0,1,3,2,2,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,3,0.0,12,3,0.0,1,0.0,3,4,0.0,0.0,4,0.0,1,0.0,10,0.0,0.0,0.0,0.0,0.0,4,0.0,15,3,6,0.0,2,0.0,2,1,6,40,52,13.0,2,0.0,3,0.0,5,1,1,6,1,1,0.0,2,23,0.0,1,1,0.0,0.0,2,9,1,3
0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,3,0.0,0.0,0.0,0.0,1,1,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,1,3,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,0.0,8,1,1,0.0,0.0,1,0.0,0.0,3,20,20,20.0,3,0.0,2,0.0,1,1,1,1,0.0,1,0.0,1,9,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0.0
1,1,2,1,0.0,0.0,1,0.0,2,3,0.0,0.0,1,0.0,0.0,6,4,0.0,0.0,34,1,0.0,0.0,0.0,0.0,0.0,2,0.0,2,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,5,1,1,1,6,0.0,0.0,3,0.0,0.0,1,0.0,3,7,3,0.0,1,0.0,0.0,3,6,32,38,38.0,1,2,1,3,2,0.0,1,5,0.0,0.0,1,4,19,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0.0
1,1,0.0,3,0.0,0.0,1,0.0,2,0.0,0.0,1,0.0,0.0,0.0,1,1,0.0,0.0,34,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6,0.0,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4,0.0,0.0,0.0,6,0.0,0.0,3,0.0,0.0,3,0.0,5,3,2,0.0,3,0.0,0.0,5,5,22,27,9.0,6,0.0,3,0.0,9,2,1,0.0,0.0,2,0.0,1,15,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
0.0,0.0,3,4,0.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0,0.0,2,6,1,1,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,2,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,4,2,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,3,1,0.0,0.0,1,0.0,0.0,0.0,4,23,30,30.0,0.0,1,2,0.0,4,0.0,0.0,2,0.0,0.0,1,4,13,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0
1,1,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.0,2,3,1,0.0,0.0,0.0,0.0,1,2,10,11,5.5,1,0.0,0.0,2,1,0.0,0.0,2,0.0,0.0,0.0,1,5,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,0.0,5,3,0.0,0.0,1,0.0,3,1,1,0.0,0.0,0.0,1,6,0.0,0.0,0.0,15,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,13,6.5,1,3,0.0,0.0,2,1,0.0,3,0.0,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0
0.0,1,0.0,2,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0.0,1,1,0.0,0.0,1,0.0,0.0,0.0,1,8,8,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1,0.0,0.0,2,0.0,0.0,3,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,2,1,0.0,0.0,0.0,1,0.0,0.0,2,0.0,9,5,0.0,0.0,0.0,0.0,0.0,0.0,2,21,26,13.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,3,0.0,1,3,11,0.0,0.0,1,0.0,0.0,1,3,0.0,0.0
1,0.0,2,4,0.0,0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,2,1,0.0,0.0,0.0,9,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2,11,12,6.0,0.0,0.0,0.0,1,2,0.0,0.0,2,0.0,0.0,1,0.0,4,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0
0.0,1,3,3,0.0,0.0,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1,3,3,0.0,0.0,27,2,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,1,5,2,0.0,0.0,2,0.0,1,2,1,0.0,2,0.0,3,6,1,0.0,2,0.0,0.0,1,5,22,28,14.0,3,1,1,4,2,1,2,5,0.0,0.0,0.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1
1,1,3,3,0.0,0.0,2,0.0,2,0.0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.0,15,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,2,14,14,14.0,1,0.0,0.0,0.0,6,0.0,1,1,0.0,0.0,0.0,1,9,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
1,0.0,0.0,2,0.0,0.0,1,0.0,3,1,1,0.0,0.0,0.0,1,4,0.0,0.0,0.0,22,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,3,1,0.0,0.0,0.0,0.0,1,0.0,0.0,5,0.0,1,0.0,4,0.0,0.0,3,0.0,0.0,1,0.0,1,3,3,0.0,0.0,0.0,0.0,0.0,6,21,25,25.0,0.0,0.0,1,0.0,3,1,1,0.0,0.0,0.0,1,3,15,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
1,0.0,0.0,3,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,3,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,10,0.0,0.0,1,0.0,0.0,1,0.0,5,7,0.0,0.0,0.0,0.0,0.0,9,4,16,17,17.0,0.0,0.0,0.0,2,5,0.0,2,2,0.0,0.0,1,1,8,0.0,0.0,3,0.0,0.0,0.0,1,0.0,0.0
1,0.0,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,1,0.0,1,0.0,0.0,0.0,3,0.0,0.0,2,0.0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,4,10,12,6.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,9,6,3,0.0,2,0.0,1,0.0,0.0,0.0,1,0.0,1,2,1,2,3,45,0.0,0.0,0.0,0.0,0.0,2,0.0,3,0.0,1,0.0,0.0,1,3,4,0.0,0.0,6,0.0,0.0,2,0.0,1,3,3,1,1,3,0.0,3,0.0,0.0,0.0,3,0.0,10,15,3,0.0,2,0.0,1,0.0,4,36,39,13.0,0.0,0.0,0.0,9,3,0.0,0.0,9,0.0,0.0,0.0,2,15,1,1,4,0.0,0.0,0.0,7,0.0,0.0
1,0.0,1,2,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1,0.0,2,1,0.0,0.0,0.0,1,0.0,3,2,8,8,8.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1,2,3,2,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,3,2,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,2,2,1,0.0,0.0,0.0,2,0.0,3,13,14,7.0,1,3,1,0.0,1,1,0.0,4,0.0,2,0.0,3,8,0.0,1,2,0.0,0.0,1,1,3,0.0
