 Impersonal Pronouns,Adverbs,Affective Processes,All Punctuation,Anger,Anxiety,Articles,Assent,Auxiliary Verbs,Biological Processes,Body,Causation,Certainty,Colon,Comma,Common Verbs,Conjunctions,Dash,Death,Dictionary Words,Discrepancy,Exclamation Marks,Family,Feel,Fillers,First Person Plural,First Person Singular,Friends,Health,Hear,Home,Ingestion,Insight,Leisure,Money,Motion,Negations,Negative Emotion,Number,Numerals,Other Punctuation,Parenthesis,Perceptual Processes,Personal Pronouns,Positive Emotion,Quantifiers,Question Marks,Relativity,Religion,Sadness,Second Person,See,Semicolon,Sentences,Sexual,Six Letter Words,Social Processes,Space,Swear Words,Tentative,Third Person Plural,Third Person Singular,Time,Total Pronouns,Unique Words,Word Count,Words Per Sentence,Work,achiev,adj,affiliation,cogproc,compare,differ,drives,female,focusfuture,focuspast,focuspresent,function,informal,interrog,male,netspeak,nonflu,power,prep,reward,risk 
1,1,0.0,3,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,1,0.0,0.0,1,0.0,0.0,2,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,8,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,3,4,1,0.0,0.0,17,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,4,3,2,0.0,2,0.0,0.0,1,0.0,0.0,1,0.0,3,5,1,0.0,1,2,0.0,0.0,5,17,21,21.0,0.0,0.0,1,1,4,1,1,2,0.0,0.0,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0
1,0.0,5,4,0.0,0.0,0.0,0.0,3,3,1,0.0,5,0.0,2,4,3,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,1,5,5,1,0.0,3,1,0.0,3,0.0,0.0,2,0.0,3,4,1,0.0,0.0,0.0,0.0,1,6,22,29,14.5,0.0,0.0,2,1,5,1,0.0,1,0.0,1,0.0,3,17,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
1,0.0,0.0,2,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,2,0.0,0.0,1,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,2,11,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,2,6,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0
1,0.0,2,1,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,4,3,0.0,1,0.0,1,0.0,2,18,22,22.0,0.0,0.0,2,0.0,2,0.0,0.0,1,1,0.0,0.0,1,8,0.0,0.0,2,0.0,0.0,1,4,0.0,0.0
0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,9,1,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,1,0.0,0.0,1,0.0,0.0,1,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,2,10,11,11.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1,5,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,12,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,0.0,2,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,1,3,0.0,0.0,2,0.0,0.0,2,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,3,13,14,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
0.0,2,0.0,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,1,2,0.0,0.0,0.0,11,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,2,10,13,6.5,0.0,0.0,0.0,0.0,4,0.0,3,0.0,1,1,0.0,2,8,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0
1,2,4,6,1,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,3,1,3,0.0,22,1,0.0,1,0.0,0.0,0.0,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,5,3,1,0.0,2,0.0,0.0,2,0.0,0.0,3,0.0,1,5,1,0.0,0.0,0.0,0.0,1,6,22,24,8.0,0.0,0.0,3,0.0,1,0.0,0.0,0.0,1,0.0,1,1,13,1,1,0.0,0.0,0.0,0.0,3,0.0,0.0
1,0.0,1,1,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,8,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,8,8,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,0.0,1,4,0.0,0.0,0.0,2,1,3,0.0,0.0,1,0.0,1,2,0.0,0.0,0.0,15,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,4,0.0,0.0,1,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,1,0.0,0.0,1,4,11,13,4.333333333333333,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,2,6,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,0.0,0.0,5,0.0,0.0,2,0.0,1,3,3,0.0,0.0,0.0,3,2,1,0.0,0.0,24,1,0.0,1,3,0.0,0.0,2,0.0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,2,0.0,3,3,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.0,1,2,1,0.0,0.0,0.0,0.0,1,3,19,20,10.0,0.0,0.0,0.0,0.0,2,1,1,0.0,1,0.0,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
1,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,9,12,6.0,0.0,0.0,0.0,0.0,2,0.0,2,0.0,0.0,1,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,2,1,5,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,2,7,1,0.0,1,0.0,0.0,0.0,2,15,17,8.5,0.0,0.0,2,4,3,1,1,4,0.0,0.0,0.0,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,10,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,3,7,10,10.0,0.0,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
0.0,0.0,1,4,0.0,0.0,1,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,1,1,0.0,16,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,2,0.0,1,1,0.0,3,0.0,1,2,0.0,1,0.0,3,0.0,1,0.0,0.0,0.0,3,0.0,3,2,0.0,0.0,0.0,0.0,1,1,2,15,15,5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,5,0.0,5,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0
0.0,1,1,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,25,0.0,0.0,3,0.0,0.0,1,1,3,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,4,1,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.0,1,11,2,0.0,0.0,0.0,1,0.0,4,21,23,11.5,1,1,1,5,2,0.0,1,6,2,0.0,1,2,11,0.0,0.0,3,0.0,0.0,0.0,4,0.0,0.0
0.0,0.0,4,3,0.0,0.0,2,1,1,4,1,0.0,0.0,0.0,2,2,2,0.0,0.0,28,0.0,0.0,3,0.0,0.0,0.0,1,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,4,0.0,0.0,1,0.0,0.0,3,0.0,1,0.0,3,0.0,3,0.0,0.0,0.0,1,0.0,5,7,3,0.0,0.0,0.0,2,0.0,3,21,23,23.0,3,3,1,4,1,0.0,1,7,1,0.0,1,1,10,1,0.0,4,0.0,0.0,3,2,0.0,3
0.0,2,0.0,3,0.0,0.0,2,0.0,2,0.0,0.0,1,0.0,0.0,0.0,5,1,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,2,0.0,0.0,1,0.0,2,1,4,0.0,0.0,1,0.0,0.0,3,0.0,1,1,2,0.0,1,0.0,0.0,0.0,1,19,21,7.0,0.0,0.0,1,0.0,2,1,0.0,2,0.0,1,0.0,4,10,0.0,1,0.0,0.0,0.0,1,3,1,0.0
0.0,2,0.0,1,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,1,0.0,4,2,2,0.0,0.0,0.0,0.0,0.0,3,17,18,18.0,3,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,0.0,2,11,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0.0
1,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,8,8,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,2,2,5,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0
1,1,0.0,5,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.0,0.0,24,1,0.0,0.0,0.0,0.0,2,3,1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,6,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,4,0.0,5,5,1,0.0,2,0.0,0.0,0.0,7,20,28,7.0,1,1,0.0,4,4,0.0,0.0,5,0.0,1,3,3,15,1,0.0,0.0,0.0,0.0,0.0,3,1,0.0
0.0,1,2,4,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,2,2,0.0,1,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,2,2,1,0.0,2,0.0,0.0,1,0.0,0.0,1,0.0,3,1,1,0.0,0.0,0.0,0.0,1,2,14,14,14.0,0.0,1,0.0,0.0,5,0.0,0.0,1,0.0,0.0,0.0,1,8,1,0.0,0.0,0.0,1,0.0,4,0.0,0.0
2,1,1,5,0.0,1,2,0.0,3,2,0.0,0.0,1,0.0,1,8,2,0.0,1,38,2,0.0,3,0.0,0.0,1,2,0.0,2,0.0,1,0.0,1,0.0,0.0,2,1,1,1,0.0,4,0.0,0.0,5,0.0,0.0,0.0,6,0.0,0.0,1,0.0,0.0,4,0.0,2,6,1,0.0,1,0.0,1,3,7,34,39,9.75,2,0.0,3,1,4,0.0,1,4,0.0,1,4,3,20,0.0,0.0,4,0.0,0.0,3,5,0.0,0.0
2,1,2,4,0.0,1,1,0.0,2,0.0,0.0,0.0,0.0,0.0,1,4,2,0.0,0.0,24,2,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,3,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,3,0.0,2,5,0.0,0.0,1,0.0,0.0,0.0,8,28,36,12.0,0.0,0.0,1,0.0,3,0.0,1,1,0.0,0.0,1,2,18,0.0,1,0.0,0.0,0.0,0.0,3,0.0,1
3,3,0.0,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,4,1,0.0,0.0,17,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,0.0,2,0.0,1,2,0.0,2,0.0,4,0.0,0.0,1,0.0,0.0,2,0.0,1,2,2,0.0,1,0.0,0.0,1,5,18,18,9.0,0.0,0.0,0.0,0.0,4,0.0,2,0.0,0.0,2,0.0,2,12,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
0.0,2,1,5,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,18,0.0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1,3,13,15,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,7,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,0.0,3,5,3,0.0,3,0.0,4,3,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,39,0.0,0.0,2,0.0,0.0,0.0,2,0.0,3,0.0,0.0,0.0,2,1,0.0,1,1,3,1,0.0,4,0.0,0.0,7,0.0,0.0,1,4,0.0,0.0,1,0.0,0.0,5,0.0,2,8,1,0.0,0.0,0.0,4,2,7,31,39,7.8,3,0.0,0.0,0.0,2,1,0.0,4,1,0.0,3,5,19,0.0,0.0,4,0.0,0.0,3,4,1,0.0
2,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,14,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,5,14,22,11.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,1,0.0,3,10,0.0,1,0.0,0.0,0.0,2,4,0.0,0.0
2,0.0,2,2,0.0,0.0,2,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,19,1,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,1,0.0,0.0,1,0.0,0.0,2,0.0,1,7,1,0.0,0.0,0.0,0.0,0.0,4,15,15,7.5,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,1,3,10,0.0,0.0,6,0.0,0.0,0.0,1,0.0,1
1,0.0,1,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,3,1,1,0.0,18,1,0.0,1,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,0.0,0.0,5,1,0.0,0.0,3,1,0.0,1,0.0,0.0,3,0.0,1,6,2,0.0,0.0,0.0,1,0.0,6,20,22,7.333333333333333,0.0,0.0,0.0,2,1,0.0,0.0,6,1,0.0,2,1,9,1,0.0,1,0.0,1,3,2,1,0.0
3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0.0,18,1,0.0,1,0.0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,1,5,0.0,1,0.0,1,0.0,1,2,0.0,0.0,2,0.0,1,5,1,0.0,3,0.0,0.0,0.0,8,14,18,9.0,0.0,0.0,1,0.0,5,0.0,0.0,0.0,1,0.0,2,1,11,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
0.0,1,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,1,0.0,0.0,2,0.0,3,1,1,0.0,0.0,0.0,0.0,0.0,1,9,9,4.5,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,1,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0
1,2,2,2,0.0,0.0,1,0.0,4,1,0.0,1,0.0,0.0,1,5,3,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,6,1,2,0.0,0.0,0.0,1,2,0.0,0.0,1,0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,7,19,24,24.0,0.0,1,2,1,3,2,1,2,0.0,0.0,2,2,18,0.0,1,0.0,0.0,0.0,0.0,2,0.0,1
1,1,2,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,4,2,0.0,0.0,1,1,0.0,2,0.0,0.0,2,0.0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,5,10,12,6.0,0.0,0.0,0.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,1,7,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,4,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,7,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,8,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,5,1,1,0.0,0.0,1,1,0.0,0.0,0.0
1,0.0,0.0,2,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,6,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,8,8,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,2,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,1,3,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,1,2,1,0.0,0.0,0.0,1,0.0,4,13,14,14.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,0.0,2,8,1,0.0,1,1,0.0,0.0,2,0.0,0.0
1,1,1,3,0.0,0.0,0.0,0.0,1,3,3,0.0,0.0,0.0,1,3,1,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,2,0.0,0.0,4,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,1,3,0.0,0.0,0.0,0.0,1,0.0,5,21,23,11.5,0.0,0.0,1,1,1,0.0,1,4,0.0,0.0,1,2,13,0.0,0.0,1,0.0,0.0,1,4,2,0.0
0.0,1,2,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0.0,2,1,0.0,0.0,1,0.0,0.0,0.0,1,13,14,14.0,0.0,0.0,2,0.0,1,1,1,1,0.0,0.0,0.0,0.0,5,1,0.0,0.0,0.0,1,0.0,1,1,0.0
2,2,0.0,2,0.0,0.0,0.0,0.0,0.0,2,1,0.0,1,0.0,1,4,2,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,2,0.0,2,0.0,0.0,0.0,0.0,0.0,1,1,7,11,2,0.0,0.0,1,1,0.0,5,20,24,24.0,0.0,0.0,1,4,3,0.0,2,5,4,0.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0
1,0.0,2,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,18,1,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,1,1,0.0,2,0.0,2,3,1,0.0,0.0,4,0.0,0.0,0.0,1,0.0,2,0.0,4,2,1,0.0,0.0,0.0,1,3,4,17,17,8.5,0.0,0.0,2,1,4,1,1,1,1,0.0,0.0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
0.0,2,1,4,0.0,1,0.0,0.0,1,0.0,0.0,0.0,1,0.0,2,3,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,2,0.0,1,0.0,0.0,0.0,1,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2,12,13,6.5,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,4,7,1,0.0,3,0.0,1,0.0,2,0.0,0.0
5,2,0.0,1,0.0,0.0,1,0.0,3,1,0.0,0.0,0.0,0.0,0.0,5,1,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,3,0.0,0.0,3,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,1,0.0,3,0.0,0.0,1,0.0,0.0,1,0.0,1,4,2,0.0,0.0,0.0,0.0,0.0,8,20,21,21.0,0.0,0.0,0.0,2,1,0.0,1,3,0.0,0.0,1,4,17,0.0,1,0.0,0.0,0.0,1,3,0.0,0.0
0.0,0.0,3,6,0.0,0.0,3,0.0,1,5,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,2,0.0,2,3,0.0,0.0,3,2,0.0,3,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,2,4,1,0.0,0.0,0.0,2,0.0,3,16,22,7.333333333333333,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2,0.0,0.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
3,0.0,2,4,0.0,1,1,1,2,0.0,0.0,1,1,0.0,3,4,3,0.0,0.0,27,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,1,0.0,0.0,5,1,1,0.0,2,0.0,0.0,3,0.0,0.0,1,0.0,0.0,5,2,0.0,2,0.0,0.0,0.0,8,24,32,32.0,0.0,0.0,1,2,6,1,2,2,0.0,0.0,0.0,4,18,1,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
