text, Impersonal Pronouns,Adverbs,Affective Processes,All Punctuation,Anger,Anxiety,Articles,Assent,Auxiliary Verbs,Biological Processes,Body,Causation,Certainty,Colon,Comma,Common Verbs,Conjunctions,Dash,Death,Dictionary Words,Discrepancy,Exclamation Marks,Family,Feel,Fillers,First Person Plural,First Person Singular,Friends,Health,Hear,Home,Ingestion,Insight,Leisure,Money,Motion,Negations,Negative Emotion,Number,Numerals,Other Punctuation,Parenthesis,Perceptual Processes,Personal Pronouns,Positive Emotion,Quantifiers,Question Marks,Relativity,Religion,Sadness,Second Person,See,Semicolon,Sentences,Sexual,Six Letter Words,Social Processes,Space,Swear Words,Tentative,Third Person Plural,Third Person Singular,Time,Total Pronouns,Unique Words,Word Count,Words Per Sentence,Work,achiev,adj,affiliation,cogproc,compare,differ,drives,female,focusfuture,focuspast,focuspresent,function,informal,interrog,male,netspeak,nonflu,power,prep,reward,risk
0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,2,0.0,0.0,0.0,11,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,11,13,6.5,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,1,1,4,1,0.0,0.0,0.0,1,0.0,2,0.0,1
0.0,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,7,4,1,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,1,4,3,0.0,0.0,0.0,0.0,0.0,4,18,20,10.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,1,0.0,11,1,0.0,0.0,0.0,1,1,5,0.0,0.0
1,0.0,3,3,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,2,0.0,2,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,1,2,0.0,0.0,1,0.0,0.0,0.0,3,12,14,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,1,8,0.0,1,0.0,0.0,0.0,0.0,2,3,0.0
0.0,1,1,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,1,0.0,0.0,1,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,3,1,11,11,11.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,3,2,2,1,0.0,2,0.0,2,1,1,0.0,0.0,0.0,1,2,1,0.0,0.0,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1,0.0,0.0,2,1,0.0,0.0,5,0.0,0.0,2,0.0,0.0,1,0.0,2,2,2,1,1,0.0,0.0,3,2,17,19,19.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,4,13,2,0.0,0.0,0.0,1,0.0,3,0.0,0.0
0.0,2,0.0,2,0.0,0.0,3,0.0,2,3,3,0.0,0.0,0.0,1,3,2,0.0,0.0,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,3,0.0,0.0,2,0.0,0.0,1,0.0,4,2,2,0.0,1,0.0,0.0,1,2,22,24,24.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0,2,15,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
2,0.0,0.0,3,0.0,0.0,1,0.0,3,0.0,0.0,0.0,0.0,0.0,1,6,2,0.0,0.0,28,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,2,0.0,1,5,0.0,1,0.0,7,0.0,0.0,1,1,0.0,2,0.0,5,3,0.0,0.0,0.0,0.0,2,5,7,25,27,13.5,1,1,1,0.0,2,0.0,0.0,1,0.0,1,3,3,16,0.0,1,2,0.0,0.0,0.0,3,0.0,0.0
5,2,4,2,3,3,1,0.0,2,0.0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,2,2,1,0.0,4,0.0,1,0.0,6,17,19,19.0,0.0,0.0,1,0.0,4,1,1,3,0.0,0.0,2,1,16,1,1,2,0.0,1,3,3,0.0,3
0.0,2,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,3,1,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,4,4,0.0,0.0,0.0,2,1,3,14,16,8.0,0.0,0.0,0.0,1,2,0.0,0.0,2,0.0,0.0,0.0,4,9,0.0,1,2,0.0,0.0,0.0,3,1,0.0
5,2,0.0,2,0.0,0.0,2,1,3,0.0,0.0,0.0,3,0.0,1,4,1,0.0,0.0,29,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,4,1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,6,10,0.0,0.0,0.0,1,0.0,1,6,24,29,14.5,0.0,0.0,0.0,0.0,3,0.0,0.0,3,3,0.0,4,0.0,17,2,1,0.0,0.0,1,3,3,0.0,0.0
0.0,3,1,3,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,2,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,2,7,8,4.0,0.0,0.0,1,0.0,3,1,2,0.0,2,0.0,0.0,0.0,6,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0
1,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0.0,0.0,1,0.0,4,9,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1,0.0,0.0,4,0.0,0.0,1,0.0,5,0.0,0.0,0.0,0.0,0.0,2,6,3,0.0,0.0,29,2,0.0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4,0.0,2,0.0,0.0,4,0.0,0.0,0.0,4,0.0,0.0,1,0.0,0.0,2,0.0,2,5,1,0.0,1,0.0,1,3,5,23,27,13.5,3,0.0,1,2,3,1,1,2,1,0.0,2,3,16,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0
