 Impersonal Pronouns,Adverbs,Affective Processes,All Punctuation,Anger,Anxiety,Apostrophe,Articles,Assent,Auxiliary Verbs,Biological Processes,Body,Causation,Certainty,Comma,Common Verbs,Conjunctions,Dash,Death,Dictionary Words,Discrepancy,Exclamation Marks,Family,Feel,Fillers,First Person Plural,First Person Singular,Friends,Health,Hear,Home,Ingestion,Insight,Leisure,Money,Motion,Negations,Negative Emotion,Number,Numerals,Other Punctuation,Parenthesis,Perceptual Processes,Personal Pronouns,Positive Emotion,Quantifiers,Question Marks,Quote Marks,Relativity,Religion,Sadness,Second Person,See,Semicolon,Sentences,Sexual,Six Letter Words,Social Processes,Space,Swear Words,Tentative,Third Person Plural,Third Person Singular,Time,Total Pronouns,Unique Words,Word Count,Words Per Sentence,Work,achiev,adj,affiliation,cogproc,compare,differ,drives,female,focusfuture,focuspast,focuspresent,function,informal,interrog,male,netspeak,nonflu,power,prep,reward,risk 
1,0.0,9,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,15,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,2,0.0,0.0,1,0.0,0.0,0.0,2,8,10,10.0,0.0,0.0,0.0,1,3,0.0,1,1,0.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
2,1,3,2,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,1,5,1,0.0,0.0,17,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,3,0.0,0.0,0.0,0.0,3,1,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,14,17,17.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0.0,0.0,0.0,4,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,1,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,1,1,8,14,15,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,3,12,1,1,1,0.0,1,0.0,1,0.0,1
0.0,1,2,7,0.0,0.0,0.0,1,1,0.0,3,3,0.0,0.0,4,6,1,1,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,1,1,0.0,2,0.0,4,3,1,0.0,0.0,0.0,4,0.0,0.0,1,4,0.0,2,0.0,3,5,2,0.0,0.0,0.0,0.0,0.0,3,17,17,8.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,6,0.0,0.0,3,1,0.0,1,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,3,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,4,14,15,7.5,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,2,8,0.0,1,3,0.0,0.0,0.0,1,0.0,0.0
2,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,3,3,0.0,0.0,0.0,1,1,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,8,8.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0
2,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,2,8,8,8.0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,1,0.0,2,5,4,0.0,0.0,1,0.0,0.0,1,0.0,0.0
2,1,1,7,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,5,3,2,1,0.0,22,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,1,1,1,0.0,3,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,19,21,21.0,0.0,0.0,1,0.0,2,2,2,0.0,0.0,1,1,1,12,3,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
0.0,3,0.0,3,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1,0.0,2,1,1,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0
1,0.0,1,4,0.0,0.0,0.0,2,0.0,1,0.0,0.0,3,0.0,1,3,1,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,3,0.0,0.0,0.0,1,0.0,2,0.0,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,3,0.0,2,0.0,0.0,0.0,1,10,13,4.333333333333333,0.0,0.0,1,0.0,5,0.0,1,1,0.0,0.0,2,1,6,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0
0.0,1,0.0,2,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0.0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,2,11,11,5.5,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,1,6,0.0,1,1,0.0,0.0,1,1,0.0,0.0
2,0.0,0.0,2,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,3,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,1,2,8,8,8.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,5,1,1,0.0,0.0,1,0.0,1,0.0,0.0
1,0.0,1,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,3,1,0.0,1,0.0,0.0,2,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,3,11,11,5.5,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,4,1,0.0,0.0,0.0,1,2,1,0.0,0.0
3,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,1,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,3,0.0,2,0.0,3,0.0,0.0,0.0,4,8,8,8.0,0.0,0.0,0.0,0.0,4,0.0,1,1,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0
2,1,1,3,0.0,0.0,0.0,0.0,1,2,1,1,0.0,0.0,2,3,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,9,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
2,2,0.0,4,0.0,0.0,0.0,1,0.0,3,2,2,0.0,1,2,3,2,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2,1,0.0,0.0,0.0,0.0,3,18,20,10.0,0.0,0.0,1,0.0,3,0.0,1,0.0,0.0,0.0,0.0,3,12,2,0.0,0.0,0.0,1,0.0,1,0.0,0.0
1,1,1,5,1,0.0,0.0,0.0,0.0,2,1,1,1,0.0,2,3,1,0.0,0.0,22,0.0,2,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,1,1,0.0,0.0,1,0.0,3,0.0,0.0,1,1,0.0,3,1,2,10,3,0.0,0.0,0.0,0.0,0.0,2,18,18,6.0,0.0,0.0,2,0.0,1,0.0,0.0,1,0.0,0.0,1,3,5,1,1,6,0.0,1,0.0,0.0,1,0.0
1,2,0.0,5,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,2,2,1,0.0,0.0,11,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,3,0.0,1,2,0.0,0.0,0.0,0.0,1,1,2,11,11,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,1,6,1,0.0,0.0,0.0,1,1,0.0,0.0,1
1,1,3,6,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,14,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,5,0.0,0.0,2,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,2,1,0.0,0.0,0.0,0.0,1,0.0,3,11,12,12.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,3,9,1,0.0,1,0.0,1,1,0.0,0.0,0.0
2,1,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,11,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,2,9,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,5,1,0.0,1,0.0,1,0.0,1,0.0,0.0
0.0,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,9,0.0,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,4,1,0.0,0.0,1,0.0,3,0.0,1,0.0,2,0.0,0.0,0.0,0.0,1,1,9,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,1,1,2,0.0,1
1,4,0.0,5,0.0,0.0,0.0,1,0.0,3,0.0,0.0,0.0,0.0,4,5,3,0.0,0.0,28,3,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,6,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,3,8,0.0,0.0,6,0.0,4,1,7,22,26,26.0,0.0,0.0,0.0,1,9,0.0,3,2,4,0.0,1,5,19,3,0.0,0.0,0.0,0.0,0.0,1,1,0.0
1,1,0.0,4,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,6,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,2,8,8,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,0.0,1,0.0,1,0.0,0.0,0.0,0.0
3,0.0,2,7,0.0,0.0,0.0,1,0.0,4,1,0.0,0.0,0.0,4,6,0.0,0.0,0.0,16,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,3,2,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,2,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,6,17,19,9.5,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,6,12,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0
0.0,0.0,0.0,4,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,2,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,1,0.0,0.0,4,0.0,0.0,0.0,0.0,1,0.0,3,10,12,12.0,1,0.0,0.0,2,2,0.0,0.0,2,1,0.0,0.0,2,4,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
1,0.0,1,10,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,7,3,1,0.0,1,11,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,4,12,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,7,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,0.0,0.0,3,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,5,0.0,0.0,0.0,0.0,1,0.0,3,6,8,4.0,0.0,0.0,0.0,2,2,0.0,0.0,2,2,0.0,2,0.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,2,2,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,2,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,2,8,8,4.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
2,0.0,5,7,0.0,0.0,0.0,1,5,1,1,0.0,0.0,0.0,3,4,2,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4,0.0,0.0,3,5,0.0,0.0,0.0,3,2,0.0,2,0.0,0.0,4,0.0,2,4,2,0.0,0.0,0.0,0.0,1,5,20,22,5.5,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,1,3,10,5,0.0,1,0.0,0.0,0.0,2,1,0.0
0.0,0.0,0.0,4,0.0,0.0,0.0,1,0.0,1,3,0.0,0.0,0.0,2,1,0.0,0.0,0.0,11,0.0,0.0,0.0,1,0.0,0.0,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,2,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,2,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,10,11,5.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
0.0,2,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,3,0.0,2,0.0,0.0,4,0.0,0.0,1,0.0,0.0,2,0.0,2,1,2,0.0,2,0.0,0.0,3,3,16,17,8.5,2,1,1,0.0,3,0.0,0.0,2,0.0,0.0,0.0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0
2,2,0.0,10,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,1,1,3,1,4,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7,0.0,0.0,4,0.0,0.0,0.0,1,1,0.0,0.0,1,0.0,0.0,3,0.0,4,2,1,0.0,0.0,1,0.0,0.0,6,20,21,7.0,4,0.0,0.0,0.0,1,1,0.0,1,0.0,0.0,2,1,16,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0
4,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1,4,0.0,0.0,0.0,10,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,10,5.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,1,7,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,3,0.0,0.0,2,0.0,0.0,3,0.0,3,0.0,1,0.0,0.0,0.0,6,0.0,1,5,2,0.0,0.0,0.0,1,1,2,14,15,2.5,4,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,6,0.0,0.0,2,0.0,0.0,1,1,0.0,0.0
3,0.0,0.0,6,0.0,0.0,0.0,1,0.0,3,0.0,0.0,0.0,1,1,6,1,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1,5,0.0,1,3,0.0,4,0.0,0.0,1,1,0.0,5,0.0,2,7,2,0.0,0.0,0.0,3,2,8,23,26,5.2,0.0,0.0,0.0,1,4,0.0,0.0,2,0.0,1,0.0,5,15,0.0,1,3,0.0,0.0,0.0,2,1,0.0
2,2,1,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1,1,3,1,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,1,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1,3,10,11,5.5,0.0,0.0,1,1,1,0.0,0.0,1,0.0,0.0,0.0,4,8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,1,4,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,1,1,1,1,0.0,2,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,1,9,9,3.0,0.0,0.0,1,0.0,2,1,0.0,0.0,0.0,1,0.0,1,4,2,0.0,0.0,1,0.0,0.0,1,0.0,0.0
4,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,1,5,0.0,0.0,3,0.0,0.0,0.0,7,9,10,5.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,1,1,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,1,3,0.0,0.0,0.0,1,0.0,0.0,3,8,9,4.5,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,1,5,1,0.0,0.0,0.0,1,0.0,1,0.0,0.0
0.0,1,2,15,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,5,7,3,0.0,0.0,34,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1,0.0,0.0,8,0.0,1,7,1,1,2,2,2,0.0,0.0,6,0.0,0.0,9,0.0,1,12,0.0,0.0,1,1,0.0,2,7,23,37,4.111111111111111,5,3,0.0,0.0,7,2,1,10,0.0,1,2,6,15,0.0,0.0,5,0.0,0.0,5,3,4,1
1,0.0,1,4,0.0,0.0,1,0.0,1,2,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,1,1,1,1,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,2,11,12,12.0,3,0.0,1,0.0,3,2,0.0,0.0,0.0,0.0,0.0,2,5,3,0.0,0.0,0.0,2,0.0,1,0.0,0.0
1,1,1,3,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,2,1,1,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,8,8,4.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,10,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,5,4,2,0.0,0.0,17,0.0,1,0.0,1,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,3,0.0,1,2,1,1,1,0.0,4,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,16,19,3.8,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,2,0.0,3,6,5,0.0,0.0,1,2,0.0,1,0.0,0.0
0.0,0.0,3,5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,3,1,1,0.0,3,0.0,0.0,0.0,0.0,0.0,2,0.0,1,4,0.0,0.0,1,0.0,0.0,3,1,12,12,6.0,1,1,0.0,3,1,0.0,0.0,5,0.0,0.0,1,1,3,2,0.0,0.0,0.0,2,0.0,1,1,0.0
1,0.0,1,10,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,4,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,4,1,2,1,0.0,0.0,0.0,0.0,2,0.0,0.0,3,0.0,1,3,0.0,0.0,0.0,1,0.0,0.0,5,15,17,5.666666666666667,0.0,0.0,0.0,0.0,3,0.0,1,0.0,0.0,0.0,0.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
