text, Impersonal Pronouns,Adverbs,Affective Processes,All Punctuation,Anger,Anxiety,Apostrophe,Articles,Assent,Auxiliary Verbs,Biological Processes,Body,Causation,Certainty,Comma,Common Verbs,Conjunctions,Dash,Death,Dictionary Words,Discrepancy,Exclamation Marks,Family,Feel,Fillers,First Person Plural,First Person Singular,Friends,Health,Hear,Home,Ingestion,Insight,Leisure,Money,Motion,Negations,Negative Emotion,Number,Numerals,Other Punctuation,Parenthesis,Perceptual Processes,Personal Pronouns,Positive Emotion,Quantifiers,Question Marks,Quote Marks,Relativity,Religion,Sadness,Second Person,See,Semicolon,Sentences,Sexual,Six Letter Words,Social Processes,Space,Swear Words,Tentative,Third Person Plural,Third Person Singular,Time,Total Pronouns,Unique Words,Word Count,Words Per Sentence,Work,achiev,adj,affiliation,cogproc,compare,differ,drives,female,focusfuture,focuspast,focuspresent,function,informal,interrog,male,netspeak,nonflu,power,prep,reward,risk
0.0,1,0.0,2,0.0,0.0,0.0,3,0.0,2,4,0.0,0.0,0.0,0.0,2,2,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1,0.0,0.0,0.0,0.0,1,0.0,1,8,11,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,6,6,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
0.0,3,3,4,0.0,0.0,0.0,2,3,3,4,1,0.0,1,3,3,2,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,3,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,4,3,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1,1,5,0.0,5,0.0,0.0,0.0,0.0,1,4,18,22,22.0,1,0.0,3,0.0,1,1,0.0,1,0.0,0.0,0.0,3,14,3,0.0,0.0,0.0,0.0,1,3,0.0,0.0
0.0,2,0.0,3,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,4,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,1,0.0,2,3,1,0.0,0.0,0.0,0.0,1,2,10,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,2,8,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,6,0.0,0.0,0.0,2,0.0,2,0.0,0.0,1,2,3,4,2,1,0.0,27,0.0,1,1,0.0,0.0,0.0,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1,0.0,4,3,0.0,1,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,2,0.0,1,6,1,0.0,0.0,0.0,1,3,6,25,25,12.5,0.0,0.0,2,0.0,3,0.0,0.0,0.0,2,0.0,0.0,4,16,0.0,1,0.0,0.0,0.0,0.0,3,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,2,0.0,0.0,0.0,1,0.0,2,3,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,15,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,3,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,1,3,2,4,1,0.0,1,0.0,0.0,1,4,11,13,13.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,3,1,2,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,8,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,7,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,1,3,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,1,0.0,2,8,8,8.0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,1,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
