gon	na	1.4238773274917853
im	gon	0.39430449069003287
dont	know	0.30120481927710846
im	sorry	0.29572836801752467
wan	na	0.25191675794085433
dont	think	0.22453450164293537
oh	yeah	0.18072289156626506
oh	god	0.18072289156626506
cant	believe	0.17524644030668127
youre	gon	0.16976998904709747
dont	want	0.14786418400876233
opening	credits	0.13691128148959475
got	ta	0.13143483023001096
na	go	0.12048192771084339
im	going	0.12048192771084339
get	married	0.11500547645125958
na	get	0.11500547645125958
big	deal	0.10952902519167579
okay	okay	0.10405257393209201
oh	thats	0.09857612267250822
last	night	0.09857612267250822
oh	come	0.09309967141292443
well	dont	0.09309967141292443
youre	right	0.08762322015334063
yeah	well	0.08762322015334063
right	look	0.08762322015334063
could	get	0.08214676889375684
ive	got	0.08214676889375684
shes	gon	0.08214676889375684
thats	great	0.08214676889375684
oh	uh	0.08214676889375684
well	maybe	0.08214676889375684
yknow	mean	0.07667031763417306
wait	minute	0.07667031763417306
okay	im	0.07667031763417306
know	im	0.07119386637458926
well	think	0.07119386637458926
well	im	0.07119386637458926
yknow	im	0.07119386637458926
dont	worry	0.06571741511500548
whoa	whoa	0.06571741511500548
dont	get	0.06571741511500548
look	im	0.06571741511500548
yeah	im	0.06571741511500548
yes	yes	0.06571741511500548
well	thats	0.06024096385542169
know	youre	0.06024096385542169
well	yknow	0.06024096385542169
okay	dont	0.06024096385542169
didnt	tell	0.06024096385542169
thats	good	0.06024096385542169
ive	never	0.06024096385542169
oh	dont	0.06024096385542169
youre	going	0.06024096385542169
look	dont	0.06024096385542169
look	like	0.06024096385542169
didnt	get	0.06024096385542169
ha	ha	0.06024096385542169
hey	look	0.054764512595837894
right	right	0.054764512595837894
feel	like	0.054764512595837894
go	go	0.054764512595837894
love	you	0.054764512595837894
commercial	break	0.054764512595837894
ow	ow	0.054764512595837894
dont	see	0.054764512595837894
think	im	0.054764512595837894
thats	right	0.054764512595837894
oh	yes	0.054764512595837894
na	make	0.054764512595837894
last	time	0.054764512595837894
joey	joey	0.04928806133625411
thats	funny	0.04928806133625411
well	guess	0.04928806133625411
didnt	know	0.04928806133625411
right	now	0.04928806133625411
i	...	0.04928806133625411
ho	ho	0.04928806133625411
dont	like	0.04928806133625411
want	get	0.04928806133625411
im	sure	0.04928806133625411
im	saying	0.04928806133625411
first	time	0.04928806133625411
look	look	0.04928806133625411
like	this	0.04928806133625411
every	time	0.04928806133625411
oh	im	0.04928806133625411
ending	credits	0.04381161007667032
living	room	0.04381161007667032
...	im	0.04381161007667032
know	dont	0.04381161007667032
uh	dont	0.04381161007667032
next	time	0.04381161007667032
think	thats	0.04381161007667032
oh	yknow	0.04381161007667032
yeah	dont	0.04381161007667032
getting	married	0.04381161007667032
would	like	0.04381161007667032
think	youre	0.04381161007667032
im	right	0.04381161007667032
maybe	thats	0.04381161007667032
well	know	0.04381161007667032
yeah	know	0.04381161007667032
im	im	0.04381161007667032
ill	go	0.04381161007667032
right	im	0.04381161007667032
well	well	0.03833515881708653
oh	well	0.03833515881708653
little	bit	0.03833515881708653
get	get	0.03833515881708653
right	here	0.03833515881708653
dont	care	0.03833515881708653
id	like	0.03833515881708653
im	happy	0.03833515881708653
kathy	kathy	0.03833515881708653
yknow	youre	0.03833515881708653
dont	come	0.03833515881708653
sounds	like	0.03833515881708653
look	know	0.03833515881708653
didnt	want	0.03833515881708653
please	please	0.03833515881708653
dont	tell	0.03833515881708653
im	really	0.03833515881708653
mean	like	0.03833515881708653
oh	good	0.03833515881708653
bye	bye	0.03833515881708653
best	man	0.03833515881708653
yeah	think	0.03833515881708653
ew	ew	0.03833515881708653
hey	know	0.03833515881708653
dont	dont	0.03833515881708653
chandler	bing	0.03833515881708653
...	well	0.03833515881708653
well	uh	0.03833515881708653
you	...	0.03833515881708653
new	york	0.03833515881708653
oh	hey	0.03833515881708653
even	know	0.03833515881708653
cant	get	0.03833515881708653
na	take	0.03833515881708653
know	mean	0.03833515881708653
hey	yknow	0.03833515881708653
uh	...	0.03833515881708653
na	happen	0.03833515881708653
ya	know	0.03833515881708653
tomorrow	night	0.03833515881708653
dont	say	0.03833515881708653
really	really	0.03833515881708653
yeah	yeah	0.03833515881708653
could	see	0.03285870755750274
...	dont	0.03285870755750274
thats	okay	0.03285870755750274
say	dont	0.03285870755750274
ill	get	0.03285870755750274
long	time	0.03285870755750274
yeah	okay	0.03285870755750274
na	come	0.03285870755750274
ta	get	0.03285870755750274
make	sure	0.03285870755750274
love	her	0.03285870755750274
hes	gon	0.03285870755750274
know	really	0.03285870755750274
year	old	0.03285870755750274
yeah	thats	0.03285870755750274
high	school	0.03285870755750274
doesnt	matter	0.03285870755750274
let	win	0.03285870755750274
want	go	0.03285870755750274
hey	listen	0.03285870755750274
mean	guy	0.03285870755750274
come	ross	0.03285870755750274
ask	question	0.03285870755750274
ill	tell	0.03285870755750274
youre	really	0.03285870755750274
dont	take	0.03285870755750274
sorry	im	0.03285870755750274
yknow	think	0.03285870755750274
well	youre	0.03285870755750274
please	dont	0.03285870755750274
na	call	0.03285870755750274
get	back	0.03285870755750274
get	work	0.03285870755750274
oh	please	0.03285870755750274
didnt	think	0.03285870755750274
im	glad	0.03285870755750274
valentines	day	0.03285870755750274
okay	ill	0.03285870755750274
youve	got	0.03285870755750274
one	thing	0.03285870755750274
rest	life	0.03285870755750274
im	trying	0.03285870755750274
dont	wan	0.03285870755750274
know	say	0.03285870755750274
yknow	like	0.03285870755750274
the	...	0.03285870755750274
ill	see	0.03285870755750274
spend	rest	0.03285870755750274
good	bye	0.03285870755750274
